"tweet_id","user_username","text","author_id","possibly_sensitive","lang","created_at","conversation_id","in_reply_to_user_id","user_profile_image_url","user_name","user_created_at","user_verified","user_protected","user_description","user_pinned_tweet_id","user_location","user_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id","extracted_hashtags","tagged"
1455128844164341760,"ChaunceyGardner","gavin decade of research on smoke animal model and never_smoker who use snus in sweden all show nicotine be neuroprotective it prevent disease up to low risk also reduce symptom for adult with issue",955925072375701504,FALSE,"en","2021-11-01T11:05:26.000Z",1455126761944068096,55284565,"https://pbs.twimg.com/profile_images/996919846725210112/jNj0MInc_normal.jpg","Charles A. Gardner, PhD","2018-01-23T22:07:52.000Z",FALSE,FALSE,"Neurobiologist.  25 yrs in global health, working in government; diplomacy; philanthropy; non-profits.  Evidence always wins... eventually.",1615454102602883072,"New York, NY",NA,0,1,0,81447,73,8528,3931,"999",NA,NA,NA,NA,"#parkinsons #neurodiversity","@gavingiovannoni"
1455128476642648064,"IntoWork57","much of the resistance for make adjustment come from a lack of understand and knowledge about wac to create this understand essential if the employee be to be support appropriately katherine kindersley",2414055145,FALSE,"en","2021-11-01T11:03:58.000Z",1455128476642648064,NA,"https://pbs.twimg.com/profile_images/1455454997882232834/37MCVpgp_normal.png","Into Work","2014-03-27T10:42:01.000Z",FALSE,FALSE,"We are specialists in supported employment for disabled people or those with long-term health conditions

Join our mailing list: https://t.co/HYEdmIfJEw",NA,"Edinburgh, Scotland","https://t.co/1OjGBQ0jh1",1,0,0,5476,24,1550,1366,"999",NA,NA,NA,NA,"#neurodiversity #neurodivergent",""
1455128153584721920,"GoDistance3562","for blog i discuss how to handle flight cancellation after i experience one yesterday",1322826101601771520,FALSE,"en","2021-11-01T11:02:41.000Z",1455128153584721920,NA,"https://pbs.twimg.com/profile_images/1322826236125655041/YUqByzvE_normal.jpg","Jeff Snyder","2020-11-01T09:01:45.000Z",FALSE,FALSE,"Autism/Neurodiversity Self-Advocate and Public Speaker based in Southern New England. @SeekonkHS High Class of '07
#Neurodiversity #SpecialEducation #Employment",NA,"Providence, RI/Boca Raton, FL","https://t.co/FF1apI3AkT",0,2,0,2228,2,561,1752,"999",NA,NA,NA,NA,"#106 #autism #neurodiversity #airtravel","@autismtree @ucfoundation @myautismconn @barcellonar @americanair @united @delta @southwestair @alaskaair @jetblue"
1455126300235010048,"Nataschi_","my two neurodiversity the amount of shit i have to hear especially the eugenic discourse",1249256420463312896,FALSE,"en","2021-11-01T10:55:19.000Z",1455085733736337408,1319736268750635008,"https://pbs.twimg.com/profile_images/1552865340912291843/zhkUASFk_normal.jpg","@kurnugia@social.anoxinon.de","2020-04-12T08:42:06.000Z",FALSE,FALSE,"I guess I am trans as well lol
#AuDHD",1472356709662445568,"She/Her","https://t.co/b0qWP7Pfct",0,0,0,26360,3,335,318,"999",NA,NA,NA,NA,"","@psyyyyyyyych"
1455124479873622016,"Diversity_Mark","so what be the advantage neurodivergent people can bring to the workplace have a different perspective can help to challenge conventional way of do thing if someone is brain work differently they solve problem differently",882869678045003776,FALSE,"en","2021-11-01T10:48:05.000Z",1455124479873622016,NA,"https://pbs.twimg.com/profile_images/1410878419928326145/HQfgQ0cS_normal.jpg","Diversity Mark","2017-07-06T07:51:48.000Z",FALSE,FALSE,"The awarding body of the Diversity Mark accreditation and the leading authority on Diversity in the UK & Ireland. Join us today today ➡️ https://t.co/0qKTYZ99oD",1612792104727502848,"United Kingdom","https://t.co/JN98OBxU7i",1,4,0,2064,1,1057,911,"999",NA,NA,NA,NA,"#neurodiversity",""
1455124148456501248,"habsgirlsJunior","it be neurodiversity week we have be have fun create neurodiversity symbol use chalk in the playground",2411099688,FALSE,"en","2021-11-01T10:46:46.000Z",1455124148456501248,NA,"https://pbs.twimg.com/profile_images/1572202145390239744/A2xZhHMn_normal.jpg","Habs Girls Juniors","2014-03-25T14:30:05.000Z",FALSE,FALSE,"Haberdashers' Girls' School (@habsgirlsschool)",NA,"Elstree, Hertfordshire, UK","https://t.co/tqSovmjlUg",0,3,0,5662,6,927,8,"999",NA,NA,NA,NA,"",""
1455118339576107008,"DustinsDynasty","viewpoint advocacy or orthodoxy how the neurodiversity movement that have seek to normalize autism be change and not_always for the good genetic literacy project",1269304650605441024,FALSE,"en","2021-11-01T10:23:41.000Z",1455118339576107008,NA,"https://pbs.twimg.com/profile_images/1377625041987375114/yTlpynWn_normal.png","Dustin's Dynasty","2020-06-06T16:26:38.000Z",FALSE,FALSE,"Autistic self-advocate who uses his gift of writing to illustrate events in my journey past and present so that others can learn.
Pronouns: He/Him 🌈",1593616824922431488,NA,"https://t.co/KtFOm9YLKv",0,0,0,8790,0,36,208,"999",NA,NA,NA,NA,"",""
1455118060382265344,"CherieSears73","i would use the term neurodiversity rather than mental disease personally",4894273948,FALSE,"en","2021-11-01T10:22:35.000Z",1455095202922827776,3256199999,"https://pbs.twimg.com/profile_images/1332683394371743744/KfU_AVYQ_normal.jpg","Cherie","2016-02-10T06:36:47.000Z",FALSE,FALSE,"Mummy to a miracle and educationalist of 20+ yrs, now at the LA. Passionate about best outcomes for young people, particularly CLA & SEND. My views are my own.",1102656672353394688,"Dorset",NA,0,1,0,1834,2,182,381,"999",NA,NA,NA,NA,"","@cllrdove @samsbournemouth @drandymayers"
1455117843255726080,"uxglasgow","look forward to see and speak on neurodiversity at ux glasgow meetup this come wednesday get your ticket here",816141948,FALSE,"en","2021-11-01T10:21:43.000Z",1455117843255726080,NA,"https://pbs.twimg.com/profile_images/1171713310594686978/Siy-26ny_normal.jpg","UX Glasgow","2012-09-10T22:20:27.000Z",FALSE,FALSE,"Discuss, debate, share, learn at meetups, workshops, and talks.

Join newsletter for event info: https://t.co/f9Xcd7EK71

Tweets by @MrNeilScott",1602679224480972800,"Glasgow","https://t.co/QVcPHDDg4M",3,4,2,1792,60,2062,1459,"999",NA,NA,NA,NA,"","@jamieknight @angelaprentner @design_smp"
1455117802663198720,"aspi_tor","autist noun be what much autistics who be involve in the neurodiversity movement in sweden call ourselves autistisk adjective be little common here person med autism be still the much common one among people who be little educate by autistics",4336833562,FALSE,"en","2021-11-01T10:21:33.000Z",1455109831816327168,1078935644850728960,"https://pbs.twimg.com/profile_images/1628789181223735296/DUpNZt9c_normal.jpg","Torbjörn Andersson","2015-12-01T05:59:38.000Z",FALSE,FALSE,"BOKA mig för utbildning / föreläsning om bra autism/asperger på info@andet.se NU! Erf. sen 1996 och F-skatt.
Borta bra: https://t.co/zmSgEH6Ml9",NA,"meningslös småstad, Sverige","https://t.co/bwzUgIaFvT",0,2,0,5597,6,1591,1452,"999",NA,NA,NA,NA,"","@kattvnnen1 @aviusl @commaficionado"
1455116152720400384,"mozillafestival","how do the art and humanity help us avoid how be represent in what be the role of the world in this use shape a good experience through",348416778,FALSE,"en","2021-11-01T10:15:00.000Z",1455116152720400384,NA,"https://pbs.twimg.com/profile_images/1174044925433978885/Nj58tRNP_normal.jpg","Mozilla Festival","2011-08-04T11:50:16.000Z",TRUE,FALSE,"#MozFest is the world's leading festival for the open internet movement.",1643267690159566848,"March 2022","https://t.co/2LlFLYJWLW",8,10,1,4933,214,10826,821,"999",NA,NA,NA,NA,"#mentalhealth #burnout #neurodiversity #globalculturalheritage #digital #mozfest","@cherissonne"
1455115396256878592,"autismazing","among the many stereotype place on neurodivergent individual be a misconception of a inherent ability to succeed in school or a ineptness in navigate through social interaction",3298385662,FALSE,"en","2021-11-01T10:11:59.000Z",1455115396256878592,NA,"https://pbs.twimg.com/profile_images/987305988960088065/ka3ugN5r_normal.jpg","Autismazing","2015-05-25T19:36:41.000Z",FALSE,FALSE,"improving education and workplace opportunities for young autistic adults. it takes all kinds. #autismazing 501(c)(3)",NA,"United States","https://t.co/GVc8roxljI",0,0,0,1436,21,1771,1617,"999",NA,NA,NA,NA,"#neurodiversity #intheirownwords #autism #highereducation",""
1455112740243222528,"divercitypod","neurodiversity in technology be business miss out on key talent via",897004091070713856,FALSE,"en","2021-11-01T10:01:26.000Z",1455112740243222528,NA,"https://pbs.twimg.com/profile_images/1594696200414007296/Y0PQeZYB_normal.jpg","DiverCity® Podcast","2017-08-14T07:56:55.000Z",FALSE,FALSE,"DiverCity® Podcast is a series of podcasts produced by @streets_julia, exploring the field of diversity and inclusion in financial services.",1635970316156502016,"London, England","https://t.co/xrnW8Tl2hq",0,0,0,3498,24,1257,571,"999",NA,NA,NA,NA,"#diversity #neurodiversity #inclusion","@techcrunch"
1455110740969463808,"engagevisualart","a introduction to neurodivergence and the cultural sector train will cover the neurodiversity movement legislation terminology confidence in develop neurodivergent program and workforce deliver by book your place",15296536,FALSE,"en","2021-11-01T09:53:29.000Z",1455110740969463808,NA,"https://pbs.twimg.com/profile_images/885139591359066112/QLygiV_X_normal.jpg","Engage","2008-07-02T09:24:42.000Z",FALSE,FALSE,"We are the leading charity for promoting engagement and participation in the visual arts.",1640269991042768896,"UK and worldwide","https://t.co/SJVrQbkdbh",6,7,0,9903,256,12619,4638,"999",NA,NA,NA,NA,"","@neuromuseum"
1455109871184105472,"johnpearcenews5","neurodiversity in technology be business miss out on key talent techcrunch",995742497178554368,FALSE,"en","2021-11-01T09:50:02.000Z",1455109871184105472,NA,"https://pbs.twimg.com/profile_images/1545490606830526465/UIOZEtTU_normal.jpg","John Pearce #cyber & #technology #news","2018-05-13T19:08:06.000Z",FALSE,FALSE,"#cyber & #technology #news  

@techpearce
@techpearce2
@techpearce3
@techpearce4
@JohnNews2u
@johnpearcenews5

#Tech & #Technology #newsupdates",NA,"Manchester, England","https://t.co/aSa8O6krTP",0,0,0,24917,34,5408,5627,"999",NA,NA,NA,NA,"",""
1455109405679177728,"sengak76","dyslexia awareness week much people think dyslexia mean you struggle with spell but it can affect so much much include low self esteem and anxiety strength include a different way of think problem solve and creativity",1468412725,FALSE,"en","2021-11-01T09:48:11.000Z",1455109405679177728,NA,"https://pbs.twimg.com/profile_images/1588899685586157568/GgXJao-d_normal.jpg","Agnes Kay","2013-05-29T22:31:12.000Z",FALSE,FALSE,"Being happy & healthy; into running & fitness 🏃‍♀️music, foodie, personal development. Rugby fan 🏉, animal lover, drinking gin🍸 Live, Laugh & Love 😘.",NA,"Edinburgh, Scotland, GB",NA,0,0,0,360,2,594,2127,"999",NA,NA,NA,NA,"#dyslexiaawareness #neurodiversity #spreadtheword",""
1455108998248767488,"MrEdwardsCEO","member please vote for me before the th november if you have a similar vision for the youth and neurodiverse community thank you marlon james edwards",1426506383646658560,FALSE,"en","2021-11-01T09:46:34.000Z",1455108998248767488,485804579,"https://pbs.twimg.com/profile_images/1472820957500907525/6lDvSfij_normal.jpg","Mr Edwards","2021-08-14T11:30:10.000Z",FALSE,FALSE,"Qualified English & Media teacher of over 17 years. Consultant. Senator for @ivorsacademy book now Carol@marlonjames-edwards.com",1592602446303358976,"London, England","https://t.co/t3pwf0R64q",0,1,0,125,0,23,41,"999",NA,NA,NA,NA,"#ivors #member #neurodivergent #neuroscience #neurodiversity #youth #millennials","@ivorsacademy"
1455108930317824000,"alazitskaya","impress about your techcrunch article about neurodiversity i be build a app for mental health focus at dei how do i contact you about a cause of neurodiversity",260177705,FALSE,"en","2021-11-01T09:46:18.000Z",1455108930317824000,517099374,"https://pbs.twimg.com/profile_images/1106209868577472512/_Xv0gyh5_normal.png","Anna Lazitskaya","2011-03-03T10:47:25.000Z",FALSE,FALSE,"Ambitious mom, Product Leader, AI PM, building for mental well-being",NA,"Warsaw","https://t.co/9sD2DzQUD7",0,0,0,6399,10,1027,125,"999",NA,NA,NA,NA,"","@gildeatracie"
1455104886564024320,"ZyetaL","design that be inclusive towards neurodiversity will lead the pack in the business world explore out late series to learn much",1003501471181049856,FALSE,"en","2021-11-01T09:30:14.000Z",1455104886564024320,NA,"https://pbs.twimg.com/profile_images/1542740746864041985/Z8WS5VXd_normal.png","Zyeta","2018-06-04T04:59:29.000Z",FALSE,FALSE,"Design&Build|Workplace Strategists|Building future-driven, people-centric workspaces through technology & innovation.",1638790613146517504,"Bengaluru, India","https://t.co/ve04X3pNJL",0,2,0,1153,1,477,572,"999",NA,NA,NA,NA,"","@linkedin"
1455099745811243008,"MaidmentRachel","hey bobbie can they fall under the term neurodiversity or do you need to be much specific if so then mental health condition rather than disease",2467790793,FALSE,"en","2021-11-01T09:09:48.000Z",1455095202922827776,3256199999,"https://pbs.twimg.com/profile_images/1586488656629489664/VvTaPrF__normal.jpg","Rachel M (she/her) ❤🏳️‍🌈🏳️‍⚧️❤","2014-04-07T17:33:42.000Z",FALSE,FALSE,"Post too many pics of my kids. Fight for equality. Believe in kindness 👌

Head of Strategic Design in Prison Culture Reform.

My views are my own.",NA,"Poole, UK",NA,0,3,0,709,3,127,472,"999",NA,NA,NA,NA,"","@cllrdove @samsbournemouth @drandymayers"
1455099376032956416,"switchboard_ie","tonight be our neurodiversity mental health disability night",71533238,FALSE,"en","2021-11-01T09:08:20.000Z",1455099376032956416,NA,"https://pbs.twimg.com/profile_images/1483130438323429376/snKAdafl_normal.jpg","The Switchboard","2009-09-04T13:24:17.000Z",FALSE,FALSE,"LGBTQIA support & resources since 1974. Call: 01 8721055 / Email: ask@theswitchboard.ie",NA,"Dublin City, Ireland","https://t.co/UDgYRc4P3e",2,0,0,29523,95,3643,805,"999",NA,NA,NA,NA,"#theswitchboard #asd #asc #neurodiversity #mentalhealthmatters #endthestigma #disability #support",""
1455098965075140608,"ZetetickHousing","volunteer website but which one how to find volunteer as a charity we rely on create the ability to give the work we do on social medium the web and in print",1168462397142700032,FALSE,"en","2021-11-01T09:06:42.000Z",1455098965075140608,NA,"https://pbs.twimg.com/profile_images/1428364675536748558/_6Z1v7mx_normal.jpg","Zetetick Housing","2019-09-02T09:56:11.000Z",FALSE,FALSE,"A #progressive charity providing #supportedhousing  for adults with #learningdisabilities, #autism, & MH issues in South London & The South East.",1534863501717643264,"London, Sussex, Surrey, Kent","https://t.co/2r97JfZOHI",0,1,0,4382,2,474,1402,"999",NA,NA,NA,NA,"#supportedliving #learningdisabilities #inclusion #neurodiversity #autismlove",""
1455098743104147456,"PaulWhiteleyPhD","neurodiversity in its current form be simply unsustainable another viewpoint from a autistic adult",361896869,FALSE,"en","2021-11-01T09:05:49.000Z",1455098743104147456,NA,"https://pbs.twimg.com/profile_images/1314512814988500994/pZIhE5ta_normal.jpg","Paul Whiteley","2011-08-25T14:25:40.000Z",FALSE,FALSE,"Autism research. Ph.D. Neuro-Paul. Neuro-karateka. Neuro-(old school) Star Wars fan. Neuro-show me the (peer-reviewed) evidence. Psychobabble-free zone.",1640057617627193344,"UK","https://t.co/x92fyIlDiS",1,3,0,50920,142,4656,1337,"999",NA,NA,NA,NA,"",""
1455097419276881920,"HoarderDisorder","new neurodiversity train tomorrow from be to pm a explanation of neurodiversity and the role of executive function particularly relate to hoard disorder chronic disorganization and extreme clutter",2196241603,FALSE,"en","2021-11-01T09:00:33.000Z",1455097419276881920,NA,"https://pbs.twimg.com/profile_images/960171011420426240/uqUHQHa__normal.jpg","Hoarding Disorders","2013-11-15T16:18:10.000Z",FALSE,FALSE,"Hoarding Disorders UK - Community Interest Company 
We provide on line training on hoarding and provide advice and guidance for those impacted by hoarding.",NA,"Devon and Sheffield, UK","http://t.co/F5iPjypP8Y",2,2,0,3708,14,1534,417,"999",NA,NA,NA,NA,"#hoardinghelp #neurodiverse",""
1455093110267121664,"tobiaskintzel","neurodiversity in technology be business miss out on key talent by via cc",133648800,FALSE,"en","2021-11-01T08:43:26.000Z",1455093110267121664,NA,"https://pbs.twimg.com/profile_images/1118176403374129154/kogmnGB0_normal.png","Tobias Kintzel","2010-04-16T08:55:47.000Z",FALSE,FALSE,"Manager Corporate Communications   
@ https://t.co/4XoRnaYNfG
#blowers #compressors
#digitaltransformation #VR #AR #AI
#datascience #socialmedia #veggie
SWIM, BIKE, RUN",NA,"Göttingen, Deutschland",NA,19,25,0,50903,381,6852,5442,"999",NA,NA,NA,NA,"","@gildeatracie @techcrunch @enilev @susanfourtane @theadityapatro @rldi_lamy @jeancayeux @ianljones98 @betamoroney @whiteheartvic @shi4tech @sharleneisenia @bimedotcom"
1455088302659416064,"vish4v","tap into talent end the underrepresentation of neurodiversity in the workplace",111332804,FALSE,"en","2021-11-01T08:24:20.000Z",1455088302659416064,NA,"https://pbs.twimg.com/profile_images/1202457988012728320/pn2SVqA6_normal.jpg","Vishnu Sidharth","2010-02-04T15:14:31.000Z",FALSE,FALSE,"",NA,"Ernakulam",NA,0,0,0,879,1,63,200,"999",NA,NA,NA,NA,"",""
1455087218716983296,"theHRDIRECTOR","if cognitive diversity be a management aim neurodiversity have to play a role",15306874,FALSE,"en","2021-11-01T08:20:01.000Z",1455087218716983296,NA,"https://pbs.twimg.com/profile_images/436543947842674688/Hpkjmuth_normal.jpeg","theHRDIRECTOR","2008-07-03T10:28:44.000Z",FALSE,FALSE,"The leading independent HR Magazine for Strategic HR News and informative content for Senior Human Resources Practitioners. 
For jobs: @Senior_HR_Jobs 
#HRNews",1643872497316536320,"UK","https://t.co/ENYiJg0fkN",1,0,0,62509,857,43862,1796,"999",NA,NA,NA,NA,"#hr",""
1455086175492923392,"jamesksowerby","neurodiversity in beer late tonight in the u k",3004219894,FALSE,"en","2021-11-01T08:15:53.000Z",1455086175492923392,NA,"https://pbs.twimg.com/profile_images/1119574352914202625/uJJcZ29L_normal.jpg","Sups Like a Sumerian.","2015-01-29T15:58:07.000Z",FALSE,FALSE,"🏴🔥Ferment & Culture @HistoricBrewCon @beerciderweek #BBCW22 #BlackLivesMatter #NoRulersNoMasters In the Last Days of Imperial Gnome #BlueTickFreeZone",NA,"Bolton, England",NA,0,0,0,92070,69,1884,4998,"999",NA,NA,NA,NA,"",""
1455086090176634880,"aspi_tor","jo och default förväntningar people and institution still largely take the default person as be a abled straight neurotypical comfortably off educate white cis man and despite the fact much people do not_fit in that box",4336833562,FALSE,"en","2021-11-01T08:15:32.000Z",1455079468767367168,1320809706093449216,"https://pbs.twimg.com/profile_images/1628789181223735296/DUpNZt9c_normal.jpg","Torbjörn Andersson","2015-12-01T05:59:38.000Z",FALSE,FALSE,"BOKA mig för utbildning / föreläsning om bra autism/asperger på info@andet.se NU! Erf. sen 1996 och F-skatt.
Borta bra: https://t.co/zmSgEH6Ml9",NA,"meningslös småstad, Sverige","https://t.co/bwzUgIaFvT",0,2,0,5597,6,1591,1452,"999",NA,NA,NA,NA,"","@ratt2utbildng"
1455083221851545600,"Beth_Tastic","shame not_all classroom adopt this kind of approach",952311228,FALSE,"en","2021-11-01T08:04:08.000Z",1455083221851545600,NA,"https://pbs.twimg.com/profile_images/1609341724060520448/fN1x5Z_3_normal.jpg","Beth 💙","2012-11-16T19:58:32.000Z",FALSE,FALSE,"#SEND parent & advocate supporting families, working with schools/disability forums/health boards etc to help improve practices around disabilities. #GTTO",1465983478839791616,NA,NA,3,31,1,142549,34,20286,18016,"999",NA,NA,NA,NA,"#neurodivergent #neurodiversity #inclusion #inclusivity #inclusionanddiversity #diversity #edutwitter",""
1455082469686919168,"X0PAAI","the great asset of a company be its people learn much on how you can improve and automate your recruitment",850639773374889984,FALSE,"en","2021-11-01T08:01:09.000Z",1455082469686919168,NA,"https://pbs.twimg.com/profile_images/1528988349880766466/tImPyQ8j_normal.jpg","X0PA AI","2017-04-08T09:21:40.000Z",FALSE,FALSE,"X0PA AI is a B2B #SaaS platform that helps in people decisions around talent as well as enabling scientific & objective choices in #hiring or other selections.",NA,"Singapore","https://t.co/ALH9f7jbYX",1,2,0,1166,7,236,265,"999",NA,NA,NA,NA,"#x0pa #x0paai #recruitmentai #neurodiversity #hr",""
1455082173359280128,"MaikeMeisnera","a radical guide for woman with adhd embrace neurodiversity live boldy and break through barrier mobi download gt gt",1453629806663266304,FALSE,"en","2021-11-01T07:59:58.000Z",1455082173359280128,NA,"https://pbs.twimg.com/profile_images/1453629901676822533/OAtnA4yT_normal.jpg","Maike Meisnera","2021-10-28T07:48:52.000Z",FALSE,FALSE,"Instead of worrying about what you cannot control, shift your energy to what you can create.",NA,"NY,US","https://t.co/bpzY6KDMGa",0,0,0,2030,0,0,6,"999",NA,NA,NA,NA,"",""
