"tweet_id","user_username","text","conversation_id","possibly_sensitive","lang","in_reply_to_user_id","author_id","created_at","user_url","user_profile_image_url","user_name","user_created_at","user_verified","user_location","user_description","user_protected","user_pinned_tweet_id","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id","extracted_hashtags","tagged"
1278272471544803328,"marisaddendum","i have a very negative self image white and black think and lot of stuff that just seem to fit bpd is criterion one big difference i can not_recall significative life is event but add a new find and ground neurodiversity may lead to some interest consideration n",1278272440800620544,FALSE,"en",1252170177824915456,1252170177824915456,"2020-07-01T10:21:21.000Z",NA,"https://pbs.twimg.com/profile_images/1490291329775149058/r2RpESzp_normal.jpg","dizzy-addendum","2020-04-20T09:40:17.000Z",FALSE,"Wondering-Brain-Fog","my personal attempt to share something! Autistic + deaf. An emotional mess due to alexithymia and sensitivity to rejection.",FALSE,NA,0,1,0,981,3,142,56,"999",NA,NA,NA,NA,"",""
1278272294897553408,"WhoStu","the consultant we employ all have excellent cognitive ability often over and above neurotypical people tech consultancy be blaze a trail around neurodiversity but there be a long way to go for other important stuff",1278272294897553408,FALSE,"en",NA,817257997,"2020-07-01T10:20:38.000Z","https://t.co/5JVrTzQtSW","https://pbs.twimg.com/profile_images/1572125992789094406/d74AQxTA_normal.jpg","Stuart Lauchlan","2012-09-11T11:43:05.000Z",FALSE,NA,"co-founder, diginomica. Journalist quietly despairing. In no mood for...take your pick.",FALSE,943021023334612992,0,0,0,17788,96,1440,563,"999",NA,NA,NA,NA,"","@auticon_en"
1278271395290419200,"sfeldman0","neurodiversity in the tech sector sap and cloud insight make it all about the individual",1278271395290419200,FALSE,"en",NA,15801377,"2020-07-01T10:17:04.000Z","https://t.co/IuFnFLjFYI","https://pbs.twimg.com/profile_images/1226320535/SF_Headshot_Closeup_normal.jpg","Scott Feldman Esq.","2008-08-10T21:09:27.000Z",FALSE,"ÜT: 28.475271,-81.457737","Also @patentesquire Tech Strategy. Law. IoT. Wine.",FALSE,NA,0,0,0,101891,109,1359,450,"999",NA,NA,NA,NA,"",""
1278269393718263808,"sfeldman0","different experience different perspective good decision make the neurodiversity hr equation",1278269393718263808,FALSE,"en",NA,15801377,"2020-07-01T10:09:07.000Z","https://t.co/IuFnFLjFYI","https://pbs.twimg.com/profile_images/1226320535/SF_Headshot_Closeup_normal.jpg","Scott Feldman Esq.","2008-08-10T21:09:27.000Z",FALSE,"ÜT: 28.475271,-81.457737","Also @patentesquire Tech Strategy. Law. IoT. Wine.",FALSE,NA,0,0,0,101891,109,1359,450,"999",NA,NA,NA,NA,"",""
1278269382079078400,"CPA_Trendlines","different experience different perspective good decision make the neurodiversity hr equation via",1278269382079078400,FALSE,"en",NA,19028281,"2020-07-01T10:09:04.000Z","https://t.co/L3t1NBuCfS","https://pbs.twimg.com/profile_images/615546039089659905/aMxgFiTe_normal.jpg","Rick Telberg","2009-01-15T16:50:36.000Z",FALSE,"New York, USA","Live links to breaking news for tax, accounting and finance professionals. Upgrade to premium and start profiting today https://t.co/u5Z9L4XT0g",FALSE,NA,0,0,0,224809,901,27569,194,"999",NA,NA,NA,NA,"","@diginomica"
1278265879159955456,"StubbsRebellion","i be still not_sure what mask be be mask the behavior thought ritual we develop to hide our neurodiversity",1278265879159955456,FALSE,"en",NA,1174877515954843648,"2020-07-01T09:55:09.000Z",NA,"https://pbs.twimg.com/profile_images/1227481441266696193/0O_1KZQp_normal.jpg","Stubbs","2019-09-20T02:46:51.000Z",FALSE,NA,"Survivor | ADHD | Feminist |Environmental Engineering | Dumpy like the frog | Black Lives Matter #BLM",FALSE,1225208357054636032,1,4,0,1276,0,38,355,"999",NA,NA,NA,NA,"#askingadhd",""
1278264727123173376,"CareTradeUK","be do this week for our student they have all be brilliant they have all come prepare would be a asset to any company that employ them",1278264727123173376,FALSE,"en",NA,618939935,"2020-07-01T09:50:34.000Z","https://t.co/8r2NCtwLqj","https://pbs.twimg.com/profile_images/1642870088901578752/QlV30JJr_normal.jpg","CareTrade","2012-06-26T10:23:26.000Z",FALSE,"London","London charity transforming life chances of autistic adults towards and in inemployment
https://t.co/beI5o9oC4P",FALSE,1643208924382871552,3,7,0,3565,37,1469,2372,"999",NA,NA,NA,NA,"#zoom #mockinterviews #autismproject #interviewskills #autism #supportedinternship #neurodiversity #inclusiveworkplace #careers",""
1278260540691939328,"RealAdamHunt","so good that the bbc be recognise neurodiversity important work to be do far too little public exposure be give to the concept at the moment",1278256837033447424,FALSE,"en",108981932,1096404050021703680,"2020-07-01T09:33:56.000Z","https://t.co/lrTLJkEdaP","https://pbs.twimg.com/profile_images/1307608684747460608/Nu215APl_normal.jpg","Adam Hunt","2019-02-15T13:41:10.000Z",FALSE,"Zürich, Switzerland","PhD student @evmed_ch. Research on evolutionary psychiatry & neurodiversity; improving methods & stigma. 'Evolving Psychiatry' podcast host. Pro-future.",FALSE,1541425382590742528,0,4,0,1941,16,1292,1091,"999",NA,NA,NA,NA,"","@bbcgetin @conorsw11films @autism @mrnickransom"
1278258386602274816,"LauraFMcConnell","i actually look into the state recently because i be publish a book on neurodiversity it be overwhelmingly identity first preference for autistic people where it have be survey parent sibling family tend to prefer person first when it be them complete the survey n",1277863524862169088,FALSE,"en",2872470022,1224148585039745024,"2020-07-01T09:25:22.000Z","https://t.co/bILAtaAd2H","https://pbs.twimg.com/profile_images/1263526263056146432/cBsRHYCt_normal.jpg","Laura McConnell 🌹","2020-02-03T01:52:32.000Z",FALSE,"Edinburgh, Scotland","Speaker, writer, advisor & consultant| Disability Officer @NorthandLeithLP @ScottishLabour| @scotcoopparty| #Autistic| #ADHD| #deaf| Rep: Kenny@speakoutuk.com",FALSE,1635754395622322176,0,1,0,69658,62,12123,5583,"999",NA,NA,NA,NA,"","@rainst46 @ktdr3w"
1278254341397385216,"diffbrains","what be the learn all about it in our late with",1278254341397385216,FALSE,"en",NA,3274777488,"2020-07-01T09:09:18.000Z","https://t.co/VOBHF8nv9v","https://pbs.twimg.com/profile_images/976300119334191105/-UW52d1X_normal.jpg","Different Brains","2015-07-10T19:41:32.000Z",FALSE,NA,"We are a nonprofit organization dedicated to supporting #Neurodiversity from #Autism to #Alzheimers and all brains in between! 🧠💙✨",FALSE,NA,1,1,0,7909,120,5418,4451,"999",NA,NA,NA,NA,"#neurodiversityhub #interview #andreweddy #neurodiversity",""
1278250928437690368,"HMChadd","we will be invite member with live and or professional experience of to contribute to this work but we of course welcome wide collaboration on this important issue i know also have plan",1278235261512671232,FALSE,"en",807627110,3077290858,"2020-07-01T08:55:44.000Z","https://t.co/ahGsAPRSBx","https://pbs.twimg.com/profile_images/1360175092060344320/LpXdhG8c_normal.jpg","Holly Chadd","2015-03-07T13:43:37.000Z",FALSE,"UK","I facilitate peer support for Royal College of Nursing members with lived experience of disability, ill health and neurodiversity. Views my own.",FALSE,NA,0,3,0,496,0,266,538,"999",NA,NA,NA,NA,"#neurodiversity #nursing","@weldnurses @ndnursesuk @thercn @rcn_inclusion"
1278246950048071680,"TwistedCattle","i would like to use in a presentation on neurodiversity for avm trainee be that okay what i should credit source as",1275684138281062400,FALSE,"en",88743145,320275058,"2020-07-01T08:39:56.000Z","https://t.co/swirT7ijr2","https://pbs.twimg.com/profile_images/1328769348157067264/KAh7S_px_normal.jpg","The Deviant Analogue","2011-06-19T16:33:45.000Z",FALSE,"Planet Earth","Deviant - 
departing from accepted standards in social behaviour.
Analogue -
a thing seen as comparable to another

Neurodiverse medic/arts curator/advocate",FALSE,1429559118432546816,0,0,0,4892,7,280,730,"999",NA,NA,NA,NA,"","@profamandakirby @adcabj @adhdfoundation @adhdireland @addni1 @swanseacarers @pcamhs @adhdconnections"
1278245594776178688,"athenaparadigm","mom say its my turn on the neurodiversity",1278244691985735680,FALSE,"en",909490839092592640,827544098206806016,"2020-07-01T08:34:33.000Z",NA,"https://pbs.twimg.com/profile_images/1518276447630155778/FD5Jzcqd_normal.jpg","Archmage Athena","2017-02-03T15:47:42.000Z",FALSE," she/her he/him","Personal account. Trans. Autistic. Cute! 
Making stuff, probably! TAROT AND PROPHECIES  https://t.co/E4gUk2xmGg",FALSE,1564755276523241472,0,4,0,25863,16,992,602,"999",NA,NA,NA,NA,"","@skatebutch"
1278243736758018048,"allthatsazz","i be visually impair i be also i want a world where accommodate my be as stigma free as accommodate my vision so i be ride km next week ask for donation to via",1278243736758018048,FALSE,"en",NA,38848633,"2020-07-01T08:27:10.000Z","https://t.co/gGaqMl0GSK","https://pbs.twimg.com/profile_images/1540838486147596289/O3HwiJmf_normal.jpg","Sarah Elle (Sazz)","2009-05-09T13:00:54.000Z",FALSE,"Melbourne, Australia","Midwife. PhD student exploring women’s experiences of OP labour & Birth. Mother of 5. Living on stolen Boon Wurung/Bunurung Country.",FALSE,NA,0,0,0,15352,29,706,1006,"999",NA,NA,NA,NA,"#autistic #neurodiversity #autism #asd #neurodivergent","@autismspectaust"
1278242068352176128,"bbbrigitte","brilliant thankyou for action this i will fill this in and share load there be a huge amount of change that need to happen in the art with neurodiversity so relieve that here its be recognise x",1277998733100306432,FALSE,"en",2626707370,28827929,"2020-07-01T08:20:32.000Z","https://t.co/XXSVSmOMvT","https://pbs.twimg.com/profile_images/571986027658809344/YusUoc2A_normal.jpeg","brigitte aphrodite","2009-04-04T17:00:52.000Z",FALSE,"Margate","Punk Poet, Song writer, Feminist Show-Woman, Facilitator. Gig Bookings: email info.brigitteaphrodite@gmail.com. she her",FALSE,NA,0,3,0,4886,27,2427,999,"999",NA,NA,NA,NA,"","@vpateltheatre @rachaelraymck @gatetheatre @artsadm"
1278239436434821120,"en4ei","this virtual conference will enable employer to learn about neurodiversity in the workplace and be able to apply that learn in a practical way make sure to book here",1278239436434821120,FALSE,"en",NA,378000068,"2020-07-01T08:10:04.000Z","https://t.co/72Cz9Pbs59","https://pbs.twimg.com/profile_images/1552960114042224642/4AHeS7TU_normal.jpg","enei","2011-09-22T13:39:55.000Z",FALSE,"UK","A UK-based, not-for-profit organisation helping employers build diverse teams and inclusive cultures through membership, training, and consultancy services",FALSE,1598055586578538496,0,0,0,10532,90,3838,1817,"999",NA,NA,NA,NA,"",""
1278237089901842432,"DennisKoch10","autism be a identity not_a disease inside the neurodiversity movement activist argue that rather than try to cure the neurodivergent society should learn to appreciate and accommodate their need by katherine reynolds lewis in",1278237089901842432,FALSE,"en",NA,1182947209,"2020-07-01T08:00:45.000Z","https://t.co/22jLNMtR0s","https://pbs.twimg.com/profile_images/1344880693994606594/JyHj_xqx_normal.jpg","Dennis Koch","2013-02-15T15:19:52.000Z",FALSE,"Edmonton Alberta","Mental Health-LGBTQ Advocate, Paranormal & Trek Geek. Closed minded? Homophobic? Hate politics? - nope. Forthcoming Author at Medium Magazine",FALSE,1637413610401189888,0,0,0,961139,1082,8239,9021,"999",NA,NA,NA,NA,"","@elemental"
1278236400966459392,"jonforduk","in case you wonder why neurodiversity be important to me and what i hope we can achieve this article explain it",1278236400966459392,FALSE,"en",NA,51254123,"2020-07-01T07:58:01.000Z","https://t.co/PaFaOVRsJa","https://pbs.twimg.com/profile_images/989875839528591360/zk3DU3hT_normal.jpg","Jon Ford","2009-06-26T22:26:22.000Z",FALSE,"United Kingdom","IT & Services professional @Oracle. Driving change . Neurodiversity advocate.  Passions -  photos, music, cycling,  All opinions are my own, of course",FALSE,1022113554604990464,1,0,0,949,2,68,140,"999",NA,NA,NA,NA,"",""
1278234860298043392,"DSeernani","such joy to hear people advocate for physical and and educate about in work life what can you change as a manager to make your team much inclusive tell us how she bring great thing to the table despite chronic illness",1278234860298043392,FALSE,"en",NA,972843437232926720,"2020-07-01T07:51:53.000Z","https://t.co/WEzVcoS2wu","https://pbs.twimg.com/profile_images/1088139419545157639/1ODtV8KL_normal.jpg","Dr. Divya Seernani","2018-03-11T14:35:24.000Z",FALSE,"Copenhagen, Denmark","Product Specialist @iMotionsGlobal, Researcher, psychologist, eye-tracking, neurodevelopment, cognition, #rstats, @RladiesFreiburg, blogger, expat 🇮🇳🇩🇪🇩🇰",FALSE,1330536770245681152,0,3,0,995,10,531,878,"999",NA,NA,NA,NA,"#mentalhealth #neurodiversity","@_francied"
1278232631432425472,"jaime_a_heidel","autistic people often do not_realize we have deeply hurt a neurotypical person is feeling the library story please rt",1278232631432425472,FALSE,"en",NA,1266072995673575424,"2020-07-01T07:43:02.000Z","https://t.co/8rIsDPKtNT","https://pbs.twimg.com/profile_images/1560724420397776898/D3GdRTYv_normal.jpg","Jaime A. Heidel - The Articulate Autistic","2020-05-28T18:26:29.000Z",FALSE,"Connecticut","No longer updating here. Find me on Instagram or LinkedIn.",FALSE,1587522637043060736,0,0,0,6156,20,1450,200,"999",NA,NA,NA,NA,"#autistic #autism #neurodivergent #neurodiversity",""
1278230025402286080,"DrRuthMoyse","excite and slightly sad to be give my last presentation at a today time to finish that thesis miss autistic girl absent from mainstream secondary school",1278230025402286080,FALSE,"en",NA,1060604221,"2020-07-01T07:32:41.000Z",NA,"https://pbs.twimg.com/profile_images/432925817589346304/0EagQX_P_normal.jpeg","Ruth Moyse 💙","2013-01-04T14:31:24.000Z",FALSE,"Berkshire","Autism, education & wellbeing * Director @AT_Autism * Visiting Research Fellow @ACoRNSoton * #ActuallyAutistic * Likes to run",FALSE,1393484358766432256,1,20,0,15346,42,4248,2249,"999",NA,NA,NA,NA,"#uorioepgrconference #autism #education #inclusion #exclusion #absence #neurodiversity","@unirdg_ioe"
1278228689839325184,"Joof66","i have be busy on my sew machine make sensory tool and fidget for adult to help with stress anxiety adhd can you help spread the word follow me",1278228689839325184,FALSE,"en",NA,3324423803,"2020-07-01T07:27:22.000Z",NA,"https://pbs.twimg.com/profile_images/1521893780391084033/EmzWeoef_normal.jpg","Joey66","2015-06-14T07:56:45.000Z",FALSE,"London, England","🦊🧡",FALSE,1608737740568530944,12,6,0,4798,27,1565,1713,"999",NA,NA,NA,NA,"#mentalhealth #mentalhealthmatters #adhd #neurodiversity #calm #mindfulness #anxiety #selfcare #startup","@sensoryfox"
1278226631304282112,"ChiariChey","idk just a common question i notice have a license do not_make you a safe driver to yourself or other regardless of neurodiversity some people may not_be able to handle busy road some may have get one and realize late on that maybe they should not",1278208757781200896,FALSE,"en",820518624,1051848321789304832,"2020-07-01T07:19:11.000Z","https://t.co/hbRHheFlit","https://pbs.twimg.com/profile_images/1342353688917135361/1dpGi9Ww_normal.jpg","ChiariChey","2018-10-15T14:52:37.000Z",FALSE,"Bronx, NY","MFA, #preWGA. #AutisticWhileBlack Navy Vet #adoptee w/ Chiari, ADHD+++.
Chair @NeuroClastic.",FALSE,1480734604734701568,0,0,0,5075,50,5592,5405,"999",NA,NA,NA,NA,"","@mellisphotograp"
1278223192767836160,"nookpod","post covid design must enhance for everyone great article feature nook from explore how essential it be that be accommodate and value in the go forward",1278223192767836160,FALSE,"en",NA,755495855008940032,"2020-07-01T07:05:32.000Z","https://t.co/gtafxN6Zdl","https://pbs.twimg.com/profile_images/1462487029074345989/nKjrtJyk_normal.jpg","Nook Wellness Pods","2016-07-19T20:13:43.000Z",FALSE,"England, United Kingdom","Built on accessible design principles for neurodivergent minds, Nook is an oasis of mindful calm for #workspace, #coworking, #education and #events",FALSE,1636404642828492800,1,0,0,5340,63,2416,4946,"999",NA,NA,NA,NA,"#workspace #wellbeing #neurodiversity #workplace #neurodiverse #inclusion","@propertyweek"
1278217208712302592,"YPYurchenko","plus if green mean available then by extension if one be to have focus time they must spend hour book up own calendar as a safeguard against ppl w no_manner nono_unless such shortcut agree on individual basis respect ppls workspace time neurodiversity",1277968488212992000,FALSE,"en",2335571468,2373805404,"2020-07-01T06:41:45.000Z","https://t.co/Q6jlDx8Nld","https://pbs.twimg.com/profile_images/1411986754438041607/t6ja6sMp_normal.jpg","Dr Yuliya Yurchenko 🇺🇦","2014-03-05T14:01:57.000Z",FALSE,NA,"(re)searching agency & dialectic forms. Ukraine, post-Sov, Europe, state/society/capital complex, human-nature dialectic.
Political Economist @GPERC_UOG @CPERN",FALSE,1637042358897213440,0,0,0,8217,97,4010,4995,"999",NA,NA,NA,NA,"","@mgarrah7 @philvincent @teachchris2020 @rosiefean @microsoftteams"
1278213515493466112,"EdgySpirit","may neuroright get confuse with or give fuel to that alt right anti neurodiversity type especially if be use in the context of politic maybe neurorights would be good it be something that need to be c aign for to be sure",1278046771227303936,FALSE,"en",3381765863,1728824095,"2020-07-01T06:27:04.000Z","https://t.co/rgAE1Dfguk","https://pbs.twimg.com/profile_images/1042381753967681538/tbXAXZFq_normal.jpg","Jim","2013-09-04T13:37:28.000Z",FALSE,"UK","Real Ale Drinker. Tea snob. Tabletop gamer, Doodles a bit. Church non-attendee so make #InclusiveChurch. #Autistic The blog seems to be running at the moment!",FALSE,1259408276900532224,0,0,0,9478,14,1113,1030,"999",NA,NA,NA,NA,"","@autisticlyaaron"
1278212283550904320,"ParentSecurity","autism be a identity not_a disease inside the neurodiversity movement",1278212283550904320,FALSE,"en",NA,821592481,"2020-07-01T06:22:11.000Z","https://t.co/HKZNws6y8w","https://pbs.twimg.com/profile_images/2634501762/ea8f98b6289c9d0bba547c983d77fb91_normal.jpeg","Parent Security","2012-09-13T14:16:45.000Z",FALSE,NA,"#Parents who want to keep their #children #safe #Read #ParentSecurity. #teens #kids #schoolshooting #schoolsafety",FALSE,NA,0,0,0,233478,7,301,42,"999",NA,NA,NA,NA,"#schoolshooting",""
1278211219187531776,"SocialPapercut","this result in poor policy provision and inadequate local authority fund which in my view validate the need for a neurodiversity movement to c aign for good representation",1278046729951219712,FALSE,"en",984856246841954304,984856246841954304,"2020-07-01T06:17:57.000Z",NA,"https://pbs.twimg.com/profile_images/1393998325175750661/CisspW8B_normal.jpg","Social Papercut","2018-04-13T18:10:01.000Z",FALSE,NA,"House plants 🤔🪴I’ve lost count! Social Scientist with a dash of Entomology. #Autistic",FALSE,1237723964488769536,0,2,0,412,4,153,191,"999",NA,NA,NA,NA,"","@sneurotypicals @jmb_nl @autileven"
1278208830610960384,"DPI_Info","activist argue that rather than try to cure or treat the neurodivergent society should learn to accept appreciate and accommodate their need",1278208830610960384,FALSE,"en",NA,850775678,"2020-07-01T06:08:27.000Z","https://t.co/2o3OvyEmlj","https://pbs.twimg.com/profile_images/1087046942515961856/4afFRdkW_normal.jpg","DPI","2012-09-28T09:38:14.000Z",FALSE,"Canada ","World's 1st cross-disability #humanrights DPO promoting '#NothingAboutUsWithoutUs' #CRPD #inclusion #disabilities #SDGs #GlobalSouth for 39 yrs. RT≠Endorsement",FALSE,NA,11,15,0,5173,121,4477,1068,"999",NA,NA,NA,NA,"#autismawareness #autismandcovid19",""
1278206058968674304,"RomiDesigns","i hope you know i look at mental health and neurodiversity as absolutely real stress from change be a real too much cortisol in the blood stream from stress be real yikes i do not_mean to sound dismissive of that i be sorry if i do",1278143900323131392,FALSE,"en",21678432,16894141,"2020-07-01T05:57:27.000Z","https://t.co/oEbbiQsq6P","https://pbs.twimg.com/profile_images/1631044754854252544/NjUMtOvj_normal.jpg","Rosemary (Romi) Hill 🌻😷💉🇺🇦","2008-10-21T21:16:29.000Z",FALSE,"Washoe Territory","Mastodon: @RomiDesigns@mas.to & IG: @RomiDesigns - Knitwear designer, author, teacher, thinker. knitter, spinner, beader. She/her. ✊🏿✊🏾✊🏽✊🏼 ❤️🧡💛💚💙💜 🥀",FALSE,944679264187584512,0,2,0,38465,349,17606,894,"999",NA,NA,NA,NA,"","@woollywormhead @gracemtherese"
1278186301804605440,"littlevike","it be so free it start to give you language to understand it and you start to build skill to cope neurodiversity be beautiful we have so much to offer the world with our perspective but it be tough good of luck on your journey",1278038296598200320,FALSE,"en",419170701,28624735,"2020-07-01T04:38:56.000Z",NA,"https://pbs.twimg.com/profile_images/1465907930692087816/-8H9rFq9_normal.jpg","Little Viking 🐀","2009-04-03T18:36:46.000Z",FALSE,"The Dalles, OR","Peacemaker. 9w1. INTP. Wants to be Ravenclaw, but probably a Hufflepuff. He/him.",FALSE,NA,0,0,0,2341,0,150,930,"999",NA,NA,NA,NA,"","@champagnzee"
1278185079311863808,"JMB_NL","that be actually a big problem i perceive with the movement there be no_interest in use generate valid datum anecdote assumption base claim like the ifl pfl discussion on insufficient and non representative datum it be all fine with the neurodiversity movement",1278046729951219712,FALSE,"en",984856246841954304,1472362512,"2020-07-01T04:34:05.000Z","https://t.co/tkGhx0I1gQ","https://pbs.twimg.com/profile_images/1621261467075887104/91vA2-OX_normal.jpg","Johan030","2013-05-31T15:12:35.000Z",FALSE,"Utrecht, The Netherlands","Comp/electro/sci nerd | Pro-vaxx, GMOs and peaceful nuke tech | Amateur radiation det. and physics enthusiast | PD1JMB |
👉 @dynode@mas.to",FALSE,NA,0,0,0,17411,5,342,324,"999",NA,NA,NA,NA,"#neurodiversity","@socialpapercut @autileven @sneurotypicals"
1278181706407780352,"DifferentlyMike","autistic burnout a guest author offer a different perspective on neurodiversity differently wire",1278181706407780352,FALSE,"en",NA,795734260070158336,"2020-07-01T04:20:40.000Z","https://t.co/m4U5WYxtTr","https://pbs.twimg.com/profile_images/805683720300744704/AKx5cuwB_normal.jpg","DifferentlyWired","2016-11-07T21:06:46.000Z",FALSE,"Cheltenham, England","Dyslexic/Dyspraxic/ADHD blogger offering tips and techniques for the #neurodiversesquad to excel in the workplace. Keen cyclist, ultra runner, love the outdoors",FALSE,NA,0,0,0,13764,53,2242,973,"999",NA,NA,NA,NA,"",""
