"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count","user_verified","extracted_hashtags","tagged"
5220,"PWDAustralia","this be not okay almost half of australian experience a mental health condition in their lifetime with million adult have anxiety or depression",1501339436810137600,"en","999",0,TRUE,"#MentalIlness #MentalHealth #Neurodiversity #PsychosocialSupport",""
5248,"stevesilberman","please join me thu mar at pm ptpm et for a free online discussion of my history of and i will be bless with the presence of author of we be not break host by see you",1501333582689681408,"en","999",1,TRUE,"#autism #neurodiversity #NeuroTribes #autistic","@EricMGarcia @LivLibrary"
5444,"Rubberbandits","new podcast i speak to neuroscientist and psychologist professor anna abraham for she be a expert on the human brain and creativity we speak about the creative brain art neurodiversity and creative flow she be fascinate",1501498552505323520,"en","999",5,TRUE,"","@CreativeBrainWk"
5448,"AnneRabbitte","in paris today with some of my counterpart attend ministerial conference on disability topic incl accessibility amp mobility support educational opportunity neurodiversity research amp inclusive employment some interest suggestion to bring back to",1501596691316756480,"en","999",1,TRUE,"","@dcediy"
5690,"SStaffsPolice","today staffordshire police autism champion pcso phillip millichap visit a local college to speak to student about his career in the force he be passionate about break down barrier around autism and neurodiversity and inspire other to never give up continue",1501652155492667392,"en","999",0,TRUE,"",""
5884,"Acrobat","lisa nicole rosado found to uplift womenowned small business she explain how her neurodiversity have help herand the business owner she supportsthrive",1501739622371500032,"en","999",0,TRUE,"#WomensHistoryMonth","@WeAreWomenOwned"
6053,"Bernard_Lane","about one 3 of child amp young people refer to the tavistock clinic have autism or other type of neurodiversity the reason for this change be not adequately investigate or understand",1501897988469248000,"en","999",1,TRUE,"",""
6115,"lambeth_council","have your say free q amp a on work plan for livity school passage art workshop plant amp paint a chili pot woodland community centre leigham court road sw pj march pm learn cic",1501951216078573568,"en","999",0,TRUE,"","@inuse_reuse @Neurodiversity"
6262,"TGenMINDCROWD","take the test you may do good than you expect it be only minute and unless you have dementia not healthy you will be able to do it we do embrace neurodiversity we hope they will be able to help you manage your condition soon",1501965934453534720,"en","999",0,TRUE,"","@linnea_teresa_"
6271,"EnglandNetball","i have never ever give up on netball because i just think this be for me hannah mcgregor the netballer passionate about raise the profile of neurodiversity in sport",1501961765357293568,"en","999",4,TRUE,"","@team_sunderland"
6275,"stevesilberman","this be tonight at pm ptpm et please join me to talk about my history of and with author of the groundbreaking we be not break free and online host by",1501960710951096320,"en","999",2,TRUE,"#autism #neurodiversity #NeuroTribes #autistic","@EricMGarcia @LivLibrary"
6553,"stevesilberman","fascinate comment from the sparkle queen of on on the accommodation make for her and on the show",1502064383517671424,"en","999",1,TRUE,"#neurodiversity #dyslexia #ADHD","@BritishBakeOff @lizzieacker_"
6794,"TheBrainCharity","this week scott soph amp mia be at greenbank college talk to young people about our employment project to find out how our employment team can help you email infoorguk or call us on",1502261821797019648,"en","999",0,TRUE,"#neurodiversity #employment #employability","@thebraincharity"
6867,"Abadesi","week plan community partnership event for prep gender pay gap amp diversity survey datum for middle mgmt amp all staff learn from team mate in our slack channel plot diversity recruitment initiative w engineer",1502236098143166464,"en","999",0,TRUE,"#neurodiversity","@Brandwatch"
6914,"SouthamptonCC","it be national career week and we be take the opportunity to shine a spotlight on our new solent get into employment scheme which support neurodivergent people into employment",1502286745706156032,"en","999",1,TRUE,"#NCW2022 #careers #opportunity #employment #neurodiversity",""
6988,"MerseysideVrp","we have take away some superb campaign idea from young people on child to parent and honourbased violence word on ad which social medium channel to utilise and even the colour of publicity material all cite as vital",1502322485794160640,"en","999",0,TRUE,"#neurodiversity #Liverpool",""
7072,"Scholastic","neurodiversity and neurodivergence book that feature character who have neurological variance and difference such as autism dyslexia and adhd be necessary addition to all",1502343641410514944,"en","999",0,TRUE,"#EquitableBookshelves",""
7094,"LLBruce","i be not diagnose either but do neurodiversity train in my last job and meet every single criterion for adult female adhd it explain so much and have since open the door for my child to be diagnose",1502337725403435008,"en","999",0,TRUE,"","@chrisphin"
7137,"AutismSociety","girl often mask and defy stereotypical autistic behavior clinician must carefully listen to their patient so they do not miss the opportunity to provide the support need",1502328539974098944,"en","999",0,TRUE,"",""
7258,"jobs_gc","the deadline to apply be next week for the neurodiversity at work program and be offer a numb of job opportunity view them all and apply by march here",1502344298385350656,"en","999",0,TRUE,"#GC","@PSCofCanada @TBS_Canada @SpecInCanada"
7518,"HarryRBurger","i have have some people get very upset amp abusive recently for associate autism with the rainbow infinity insist everyone know that be for neurodiversity much broadly that if it be autism specific it should be gold only because gold be au in the periodic table",1502436378600259584,"en","999",0,TRUE,"","@AIMautistic"
7569,"eaterlondon","season s much memorable contestant lizzie acker on film in a covid bubble represent for neurodiversity and the world good group chat",1502585250739888128,"en","999",0,TRUE,"",""
8104,"LLBruce","it take us year to get a autism diagnosis for my son just when i be about to pay for it privately we be tell the school would to accept anything but the standard nhs diagnosis so the wait continue neurodiversity be not treat with the urgency it need",1502741191120629760,"en","999",0,TRUE,"","@EveAinsworth"
8242,"HollyRodFDN","fascinate article what be your thought my autistic child may know much about what be important than i do",1502978974653333504,"en","999",0,TRUE,"",""
8401,"phillymag","my son have decide it be high time that the world understand that the autistic mind can be legitimate on its own term write robert huber he feel he be be put in a box of disability and he be punch his way out",1503008014827241472,"en","999",0,TRUE,"",""
8431,"MargauxJoffe","neurodiversity celebration week be come up march check out the free virtual event here",1503115403832094720,"en","999",0,TRUE,"#Neurodiversity #adhd","@NCWeek"
8448,"weischoice","i can share this in my freelance write opportunity newsletter on tuesday if you havent already find someone let me know if that be too late i assume this would be for public neurodiversity support center with the same pay structure outline on the pitch page",1503105460819402752,"en","999",0,TRUE,"","@mykola"
8503,"PJLibrary","this book list feature picture book and middlegrade book center the experience of autistic individual child with adhd and other neurodiverse character read much",1503064691324727296,"en","999",0,TRUE,"#MiddleGradeBooks #TweenBooks #NeurodiverseCharacters",""
8600,"GrahamBM","organ transplant autistics to the back of the line",1503133945981984768,"en","999",0,TRUE,"#autism #neurodiversity",""
8637,"ianhamilton_","accord to igdaa datum of dev be disable and accord to ukies whuch exclude neurodiversity amp mental health it be even under ukie datum of one in dev that equate to all aaas have quite a few disable people work on them",1503286090907762688,"en","999",0,TRUE,"","@chris_goodyear"
8688,"AkwyZ","in any case as the numb of neurodivergent individual enter the workforce increasesemployers must respond to the grow interest in neurodiversity employment from employee shareholder and customer",1503243061794684928,"en","999",0,TRUE,"#Diversity #HR #FutureOfWork",""
8730,"ISM_music","this catch up with s recent webinars which focus on neurodiversity in the music profession a neurodiverse journey in music teach child on the autism spectrum",1503325356396355584,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek","@ism_trust"
9056,"hughbaird","student heres your weekly update about everything happen across campus on this week episode inspirational womens week open house enrichment neurodiversity week solidarity with ukraine thursday march",1503406953405587456,"en","999",0,TRUE,"",""
9113,"commaficionado","feel like the world of neurodiversity advocacy be much cliquey than i expect",1503436658301149184,"en","999",5,TRUE,"",""
9131,"BFC_Health","the next east berkshire neurodiversity network meet be take place on wednesday march the network aim to connect people who want to improve their understand of neurodiversity and support for neurodivergent child and young people",1503431068975783936,"en","999",0,TRUE,"",""
9176,"ForbesEurope","can we celebrate neurodiversity yet",1503422099075051520,"en","999",0,TRUE,"",""
9191,"CraftsCouncilUK","our celebration continue this week with a bevy of new event to attend first up present neurodiversity as a superpower with join them on zoom from pm tonight book now",1503419388157992960,"en","999",0,TRUE,"#craftscouncilat50","@Design_NationUK @JoCopeStudio"
9246,"davecobb","a far much fit symbol would be the rainbow infinity symbol widely embrace for neurodiversity awareness and right",1503451829836808192,"en","999",0,TRUE,"",""
9305,"kundimanforever","would i rather be neurotypical maybe it would be easy but would i be me who would i be even if you can not see it invisible disability and neurodiversity",1503483718324920320,"en","999",1,TRUE,"","@SejalShahWrites"
9948,"TheHiveYZ","year on year we be proud to show off this fantastic project celebrate neurodiversity by raise awareness and challenge stigma and discrimination take a look at this video to find out much",1.503702995565e+18,"en","999",0,TRUE,"#neurodiversitycelebrationweek",""
9953,"maredparry","everyone pretend to be understand when it come to neurodiversity until they realise it be not always convenient for them to be flexible and accommodate it be so unbelievably tire",1503702152342028288,"en","999",0,TRUE,"",""
10002,"ScreenIreland","course neurodiversity in the screen industry interest in foster a workplace culture of diversity equity and inclusion our course be perfect for producer director company leader hod manager supervisor and team apply now",1503748788703408128,"en","999",1,TRUE,"",""
10023,"NHSEmployers","next week be join in partnership with for a webinar on celebrate neurodiversity in healthcare on march pm book your place",1503740310010023936,"en","999",2,TRUE,"#NeurodiversityCelebrationWeek #OurNHSPeople","@NCWeek @LexxicLtd @NHSE_Diversity @NHSE_Paul @wdesnews"
10054,"FrMatthewLC","i think it be great news that we see country fully embrace neurodiversity like this at chile constitutional convention a article on neurodiversity be add to the draft by a overwhelmingly positive vote",1503728495247208448,"en","999",0,TRUE,"",""
10137,"TheBrainCharity","the brain charity will be hold a session on neurodiversity at the step at strawberry field event on march th find out much about our neurodiversity train here",1503763013140197376,"en","999",0,TRUE,"#neurodiversity #neurodiversityweek #neurodiverseworkforce","@strawberryfield"
10211,"CRAE_IOE","we be also delight that craes own will be join the panel discussion on neurodiversity the transition to far and high education on friday th march at be gmt you can register for the event here",1503796350437236736,"en","999",0,TRUE,"","@LauraMayCrane"
10309,"stevesilberman","i be not a king crimson fanatic or anything but dear lord i can not wait to see this new documentary and psst fripp set off my radar just sayin",1503824338541154304,"en","999",0,TRUE,"#neurodiversity",""
10423,"unevadareno","worth celebrate move beyond neurodiversity awareness",1503847010901798912,"en","999",0,TRUE,"",""
10450,"TamaraMcCleary","address the gap through neurodiversity",1503961763599065088,"en","999",0,TRUE,"#cybersecurity #skills",""
10476,"natashabadhwar","the only sure reference i have for life advice be my own story use me as a datum point i conclude that one of the much damage thing to wellbeing can be to live in hide from yourself a on",1503940186501046272,"en","999",0,TRUE,"#Autism #Neurodiversity #ActuallyAutistic","@TayZonday"
10540,"unevadareno","worth celebrate move beyond neurodiversity awareness",1503875580776701952,"en","999",0,TRUE,"",""
10833,"CityUniLondon","next week mark a worldwide initiative that aim to transform how neurodivergent individual be perceive and support find out how you can get involve with the activity and event",1504049879286431744,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek",""
10973,"paulbristow79","next week i be support the launch of neurodiversity in business with my constituent this be the time for neurodivergent talent i can not agree with dan much next week we launch in parliament and i can not be proud",1504101695185371136,"en","999",1,TRUE,"","@NDinBusiness @DanielJHarrisUK"
11000,"Booktrust","it be so we be return to this brilliant piece from about her own experience of neurodiversity and the incredible power of authentic representation in story",1504097156222885888,"en","999",1,TRUE,"#NeurodiversityCelebrationWeek","@BooksandChokers"
11010,"cityandguilds","and host this workshop design to give a great understand of neurodiversity overcome potential learn barrier lead to improve engagement successful outcome and progression visit",1504095325530857472,"en","999",0,TRUE,"#FEWeekAAC","@appslevy_expert @profamandakirby"
11324,"RIBA","from to march we will be join individual and organisation across the globe to participate in neurodiversity celebration week take a look at our selection of event activity and relevant resource",1504138266420908032,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek",""
11413,"revkatebottley","me and my lad go to visit the highland coo today",1504155361795792896,"en","999",1,TRUE,"#Neurodiversity",""
11460,"CRAE_IOE","a final thank you to everyone who attend the lecture and the without whom crae would not be able to do what it do this annual lecture will be available on our youtube channel soon and you can download slide here",1504172238374944768,"en","999",0,TRUE,"","@PearsFoundation @SueReviews"
11482,"CRAE_IOE","a neurodiversity affirmative school should expect diversity teach selfadvocacy fight stigma and profile the individual not the label this can be do through collaborative coproduced researchbased resource and join force to campaign for systemic change",1504170611379167232,"en","999",3,TRUE,"",""
11483,"CRAE_IOE","to finish sue reiterate her take home message that autism should be understand through a neurodiversity paradigm and apply neurodiversity in school require a shift in perspective not just language",1504170609034551296,"en","999",0,TRUE,"",""
11487,"CRAE_IOE","sue team think it be important to teach about neurodiversity to reflect on a diversity of experience provide alternative narrative about why school can be hard normalise the concept of need provide answer and reinforce privacy",1504170122587611136,"en","999",0,TRUE,"",""
11488,"CRAE_IOE","to create a neurodiversity affirmative school sue highlight the learn about neurodiversity at school project at run by that aim to create and evaluate a course to teach about neurodiversity as a whole class",1504169916869525504,"en","999",0,TRUE,"#LEANSproject","@SMRCResearch @a_m_alcorn0131"
11489,"CRAE_IOE","neurodiversity require a rethink of how and why thing be do in school and neurodiversity affirmative school would do the follow",1504169908682297344,"en","999",0,TRUE,"",""
11490,"CRAE_IOE","the neurodiversity paradigm do not reject the concept of disability",1504169907101093888,"en","999",1,TRUE,"",""
11491,"CRAE_IOE","neurodiversity do not only focus on the strength and talent of individual",1504169905557577728,"en","999",0,TRUE,"",""
11492,"CRAE_IOE","neurodiversity be not a synonym for special educational need or disability send or rare and this be important to acknowledge to avoid just change language but not action and fail to deliver on how inclusive acknowledge neurodiversity can be",1504169903913283584,"en","999",0,TRUE,"",""
11493,"CRAE_IOE","sue highlight some common misunderstanding about neurodiversity",1504169901589774336,"en","999",0,TRUE,"",""
11494,"CRAE_IOE","the neurodiversity paradigm can replace core deficit model neurodiversity be the fact that all human being vary in the way our brain take in information process it and thus behave neurodiversity explain both individual and labelledgroup difference",1504169900025253888,"en","999",0,TRUE,"",""
11495,"CRAE_IOE","finally before sue start the lecture she highlight she be cochairing a international neurodiversity conference in march it take all kind of mind bring to you by at the edinburgh international conference centre and online",1504169888121860096,"en","999",0,TRUE,"","@MindroomInform"
11496,"CRAE_IOE","s be focus on educational inequality and learn diversity and adopt a neurodiversity framework in everything they do",1504169884401516544,"en","999",0,TRUE,"","@SMRCResearch"
11497,"CRAE_IOE","sue particularly thank and two of sue marvellous colleague focus on neurodiversity in education as she mention on a lot of their work in the talk",1504169880928591872,"en","999",0,TRUE,"","@a_m_alcorn0131 @cjcrompton"
11558,"hirevue","of year old with attend college but of college grad wautism be underemployed or unemployed this number be unacceptable listen to the late podcast for practical advice to flip that statistic on its head",1504187255501508608,"en","999",0,TRUE,"#autism","@AtWorkInAmerica"
11568,"abc_everyday","when school be the source of your child extreme anxiety and meltdown",1504185768398495744,"en","999",0,TRUE,"",""
11610,"eatlikeagirl","i know this sound cold it be not he be a friend but we be both very peculiar people hello neurodiversity who do not desire flatmate so it work as a interim solution in a city like london where rent be so high we would both love our own place amp be work towards it",1504221438072532992,"en","999",0,TRUE,"",""
11626,"dyslexicadv","premium have you ever use autotext and macro simplify write and other work task use technology",1504215937364504576,"en","999",0,TRUE,"#dyslexia #dyslexicadvantage #neurodiversity #macros #technology #apps",""
11865,"Kate_Nancarrow","inclusive school that support neurodiverse need can be hard to find",1504345274445049856,"en","999",1,TRUE,"#anxiety #ASD #autism #PDA",""
11961,"chrisdancy","i create this for so i can talk about productivity through the lens of and value two other favorite be my time domain",1504383071591747584,"en","999",0,TRUE,"#Neurodiversity","@meshachthomas @juvoni @KeepProductive"
12101,"Booktrust","i do not regret have asd not even a little bite in fact i think of it as my superpower and i be grateful for it we love this piece from dr camilla yang about her experience of neurodiversity",1504444193623715840,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek",""
12548,"clickup","we be just a neurodiverse bunch try to make the world much productive",1504511161470967808,"en","999",0,TRUE,"","@kenster1994"
12584,"hirevue","of year old with attend college but of college grad wautism be underemployed or unemployed this number be unacceptable listen to the late podcast for practical advice to flip that statistic on its head",1504549892416581632,"en","999",0,TRUE,"#autism","@AtWorkInAmerica"
12837,"eatlikeagirl","putting my weird bin obsession especially the obsession with my bin down to neurodiversity i swear i will get up early to get my bin back they catch me go in to get it before why do they take it because this i guess",1504612592693792768,"en","999",0,TRUE,"",""
12871,"LPTnhs","we be support neurodiversity celebration week neurodiversity celebration week a worldwide initiative that challenge stereotype and misconception about neurological difference",1504750718116417536,"en","999",0,TRUE,"",""
13263,"edgehill","next week be join us on thursday march for a online session from joanne day senior lecturer in nurse education who will speak about neurodiversity and her live experience to book email staffwellbeinganddevelopmentacuk",1504839325636349952,"en","999",0,TRUE,"#NeurodiversityCelebrationWeek","@edgehill"
13401,"RIBA","next thursday march pm join lead access consultant and architect jane simpson helen kane and jean hewitt for a online seminar as they share how architect can good consider neurodiversity in design",1504850252523839488,"en","999",1,TRUE,"#NeurodiversityCelebrationWeek",""
13707,"PACEYchildcare","thank you to everyone who join us for our pacey live webinar last night we hope you find it useful we speak to dr pooja sharma from about neurodiversity in the early year do not worry if you miss it member can catch up here",1504895411307356160,"en","999",0,TRUE,"","@CDC_tweets"
13992,"SMeadows4OH2","if you have time today please take a moment to familiarize yourself with some unseen disability there be many of us who have one amp it be frustrate disability come in many different form",1505014290469822464,"en","999",0,TRUE,"#DisabilityAwarenessMonth #Neurodiversity",""
14412,"Booktrust","there be a lot about me that do not really make sense in fact this be probably my favourite part of myself we love this piece from dr camilla pang about her experience of neurodiversity and her top tip for support neurodiverse child",1505191115464613888,"en","999",0,TRUE,"",""
14549,"ShephaliBhatt","you can not expect the prepandemic level of productivity from a traumatise population write about what may have lead to the undo of hustle culture the funny sigma male grindset meme scope for slow productivity hustle amp neurodiversity and much",1505413538004701184,"en","999",30,TRUE,"",""
14562,"natashabadhwar","when i be diagnose i become far much compassionate toward myself which probably halve the distress of the occasion you be a gift to humanity",1505388167977115648,"en","999",0,TRUE,"#Autism #Neurodiversity #SelfAdvocacy","@Hannahgadsby"
14565,"natashabadhwar","i be a visual thinker i see my thought but i do not have a photographic memory nor be my head a static gallery of sensibly collect thought that my brain curate into easy sense it be not linear it be fluid and flexible",1505382463694319616,"en","999",0,TRUE,"#Autism #Neurodiversity",""
