"X","user_username","tweet_id","lang","sourcetweet_type","quote_count","user_verified","extracted_hashtags","tagged","word"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","event"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","free"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","attend"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","include"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","intro"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","neurodiversity"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","autismadhd"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","woman"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","amp"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","girl"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","underidentified"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","amp"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","undersupported"
22661,"IABUK",1506613552177631232,"en","999",0,TRUE,"","@NCWeek","amp"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","myth"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","recognise"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","neurodiversity"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","include"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","autism"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","neurodiverse"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","people"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","similar"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","not_succeed"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","mental"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","health"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","condition"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","affect"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","spoiler"
22687,"BrightHR_",1506610461302833152,"en","999",0,TRUE,"#neurodiversity","","false"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","week"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","st"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","march"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","march"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","neurodiversity"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","celebration"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","week"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","uk"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","lisa"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","explain"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","neurodiversity"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","podcast"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","visit"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","listen"
22752,"StGilesTrust",1506620539355508736,"en","999",1,TRUE,"#StGiles #NeurodiversityCelebrationWeek #NeurodiversityWeek","","podcast"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","utterly"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","brilliant"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","write"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","utterly"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","brilliant"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","piece"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","livingworking"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","dyslexia"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","not_change"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","nor_should"
22904,"creature_dan",1506624717159030784,"en","999",0,TRUE,"#neurodiversity","@JenikaClair @creativebrief","fuck"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","adhd"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","superpower"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","email"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","kryptonite"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","iain"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","preston"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","chief"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","client"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","success"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","officer"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","wunderman"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","thompson"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","emea"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","talk"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","campaign"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","agency"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","life"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","neuro"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","distinct"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","leader"
22921,"WunThompson",1506622546749366272,"en","999",1,TRUE,"#WunThompson #Neurodiversity","","read"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","amaze"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","wpa"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","amp"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","event"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","set"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","team"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","representative"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","service"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","join"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","support"
22975,"HMPYOIBedford",1506638776470286336,"en","999",1,TRUE,"#Neurodiversity #NeurodiversityCelebrationWeek #StrongerTogether #DiversityAndInclusion #NeurodiversityWeek","@HMPPS_DAWN","mind"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","proud"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","support"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","neurodiversity"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","celebration"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","week"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","celebrate"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","neurodiverse"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","staff"
22978,"hughbaird",1506638647793229824,"en","999",0,TRUE,"#NeurodiversityWeek","@NCWeek","student"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","neurodiversity"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","business"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","nib"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","businessled"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","forum"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","function"
23025,"Valuable500",1506656587905183744,"en","999",1,TRUE,"","","industry"
