"X","user_username","text","tweet_id","lang","sourcetweet_type","quote_count","user_verified"
12101,"Booktrust","'I don’t regret having ASD, not even a little bit. In fact, I think of it as my superpower. And I’m grateful for it.'

We love this piece from Dr Camilla Yang about her experiences of neurodiversity: #NeurodiversityCelebrationWeek ",1504444193623715840,"en","999",0,TRUE
12548,"clickup","@kenster1994 We're just a neurodiverse bunch trying to make the world more productive!🚀 ",1504511161470967808,"en","999",0,TRUE
12584,"hirevue","35% of 18-year olds with #autism attend college, but 85% of college grads w/autism are under-employed or unemployed. These numbers are unacceptable.

Listen to the latest @AtWorkInAmerica podcast for practical advice to flip that statistic on its head. ",1504549892416581632,"en","999",0,TRUE
12837,"eatlikeagirl","Putting my weird bin obsession especially the obsession with MY BIN down to neurodiversity.

I swear I will get up early to get my bin back.

They caught me going in to get it before.

WHY DO THEY TAKE IT?

(Because this I guess).",1504612592693792768,"en","999",0,TRUE
12871,"LPTnhs","We are supporting Neurodiversity Celebration Week, Neurodiversity Celebration Week (a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. ",1504750718116417536,"en","999",0,TRUE
13263,"edgehill","Next week is #NeurodiversityCelebrationWeek 

Join us on Thursday 24 March for an online session from Joanne Day, Senior Lecturer in Nurse Education, who will speak about Neurodiversity and her lived experience.

To book email staffwellbeinganddevelopment@edgehill.ac.uk ",1504839325636349952,"en","999",0,TRUE
13401,"RIBA","Next Thursday 24 March 12-1pm, join leading access consultants and architects Jane Simpson, Helen Kane and Jean Hewitt, for an online seminar as they share how architects can better consider neurodiversity in design. #NeurodiversityCelebrationWeek ",1504850252523839488,"en","999",1,TRUE
13707,"PACEYchildcare","Thank you to everyone who joined us for our PACEY Live webinar last night, we hope you found it useful!🤗😄

We spoke to Dr Pooja Sharma from @CDC_tweets about Neurodiversity in the early years. Don't worry if you missed it, members can catch up here - ",1504895411307356160,"en","999",0,TRUE
13992,"SMeadows4OH2","If you have time today, please take a moment to familiarize yourself with some “unseen disabilities.” There are many of us who have one &amp; it is frustrating. Disability comes in many different forms. #DisabilityAwarenessMonth #Neurodiversity",1505014290469822464,"en","999",0,TRUE
14412,"Booktrust","'There’s a lot about me that doesn’t really make sense. In fact, these are probably my favourite parts of myself.'

We love this piece from Dr Camilla Pang about her experiences of neurodiversity - and her top tips for supporting neurodiverse children! ",1505191115464613888,"en","999",0,TRUE
14549,"ShephaliBhatt","""You can't expect the pre-pandemic level of productivity from a traumatised population.""

✍️🏽Wrote about what may have led to the undoing of hustle culture, the funny Sigma Male Grindset memes, scope for slow productivity, hustle &amp; neurodiversity, and more

",1505413538004701184,"en","999",30,TRUE
14562,"natashabadhwar","""When I was diagnosed, I became far more compassionate toward myself, which probably halved the distress of the occasions..."" 

@Hannahgadsby, you are a gift to humanity.

#Autism #Neurodiversity #SelfAdvocacy ",1505388167977115648,"en","999",0,TRUE
14565,"natashabadhwar","""I am a visual thinker. 
I see my thoughts, but I don’t have a photographic memory, nor is my head a static gallery of sensibly collected thoughts that my brain curates into easy sense. It is not linear. 
It is fluid and flexible""  #Autism #Neurodiversity

",1505382463694319616,"en","999",0,TRUE
14655,"MattHancock","Tomorrow is the start of
Neurodiversity Celebration Week - a worldwide initiative that challenges stereotypes and misconceptions about learning disabilities - including dyslexia 

Ahead of this year's @NCWeek I spoke to @TomSwarbrick1 on @LBC about my dyslexia campaign ",1505471918438236160,"en","999",2,TRUE
14943,"stevesilberman","Bravo to the @MillburnHS_News #Neurodiversity Club for inviting kids to design t-shirts, while specifically asking them NOT to use puzzle pieces, which #autistic people associate with Autism Speaks and being thought of as flawed and incomplete. ",1505603680531230720,"en","999",0,TRUE
15067,"hirevue","35% of 18-year olds with #autism attend college, but 85% of college grads w/autism are under-employed or unemployed. These numbers are unacceptable.

Listen to the latest @AtWorkInAmerica podcast for practical advice to flip that statistic on its head. ",1505629754321481728,"en","999",0,TRUE
15223,"countiesmanukau","It's Neurodiversity Celebration Week, a global initiative that aims to  help the world to understand, value and celebrate the talents of neurodiverse minds.

People are at the heart of everything we do at Counties Manukau Health, so we're proud to be par… ",1505757288082063360,"en","999",0,TRUE
15227,"CFCAexchange","Missed our webinar on supporting the developmental needs of children with neurodiversity? You can now watch the recording and download the slides from our website: ",1505752366007689216,"en","999",0,TRUE
15261,"GoogleCloud_SG","Jim Hogan, a leader of #Google's Disability Alliance &amp; neurodiversity advocate, shares how the smallest things can make a big difference, like the “raise hand” feature in #GoogleMeet or the suggested text feature in #Gmail 👉 ",1505725928596459520,"en","999",0,TRUE
15390,"HealthierLSC","Today marks the first day of Neurodiversity Celebration Week!  🎉 

@reciteme are empowering every individual by challenging stereotypes and misconceptions about neurological differences 💪 ",1505821764835762176,"en","999",0,TRUE
15423,"MSEssex_ICS","We are supporting Neurodiversity Celebration Week from 21-27 March.  The purpose of @NCWeek is to help the world to understand, value and celebrate the talents of neurodiverse minds.
Find out more here  #NeurodiversityCelebrationWeek #neurodiversityweek ",1505816924588244992,"en","999",0,TRUE
15432,"bedspolice","This week is Neurodiversity Celebration Week and we want to take this opportunity to tell you all about our Pegasus scheme.

The scheme is for people who find it hard to communicate with us. 

Registration is free   👇 
",1505816684329852928,"en","999",2,TRUE
15438,"DCP_Diversity","Neurodiversity Celebration Week is a week-long event designed to provide an opportunity for people to learn more about neurodiversity, and for neurodiverse people to develop a more positive perception of their own unique neurodiverse traits and skills.

",1505816485666512896,"en","999",0,TRUE
15495,"SurreyHeartland","We are supporting #NeurodiversityCelebrationWeek

There are numerous events taking place throughout the week including webinars, panel discussions and more.

The events aim to educate and encourage conversations around neurodiversity.

Find out more 👉 ",1505831760030015488,"en","999",0,TRUE
15503,"SyHeartlandsCCG","We are supporting #NeurodiversityCelebrationWeek

There are numerous events taking place throughout the week including webinars, panel discussions and more.

The events aim to educate and encourage conversations around neurodiversity.

Find out more 👉 ",1505831604257763328,"en","999",0,TRUE
15507,"HumbersideFire","We’re celebrating neurodiversity and supporting #NeurodiversityCelebrationWeek 
By having a staff disability group, we here to support our staff and aim to create a neuro-inclusive environments that help different minds thrive. 
#NeurodiversityCelebrationWeek #Accessibility ",1505831581621051392,"en","999",1,TRUE
15536,"SouthOxon","We support Neurodiversity Celebration Week which starts today. It is a worldwide initiative that challenges stereotypes and misconceptions about neurological differences.

More information is available here #NeurodiversityCelebrationWeek ",1505827804822319104,"en","999",0,TRUE
15540,"MattHancock","That's why I've been campaigning for universal screening for dyslexia in primary schools, teacher training for neurodiversity &amp; better support

I was delighted that after my meeting with the Minister, @WillQuince committed to early identification &amp; teacher training

4/5",1505827579718156288,"en","999",0,TRUE
15573,"RIBA","Happy #NeurodiversityCelebrationWeek! We’re joining individuals and organisations across the world - highlighting the importance of neurodiversity by hosting and supporting events and sharing relevant material to help improve understanding. Take a look: ",1505842834749992960,"en","999",0,TRUE
15692,"NorthWalesFire","Today marks the first day of Neurodiversity Celebration Week!  🎉 
 
Together with @reciteme we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505847040059883520,"en","999",0,TRUE
15703,"Hullccnews","Competition for young people to celebrate Neurodiversity Week launched by @Hullccnews @JCYEB_Hull @HullFerens #NDWHull22 #NeurodiversityCelebrationWeek Closing date 31st March. ",1505846939828563968,"en","999",0,TRUE
15715,"ICAEW","Holly shares the worries she had when she was diagnosed with ADHD as we celebrate #NeurodiversityWeek 

Hear from more of our members on our #WelcomeInclusion hub &gt; 
#icaewDiversity #everyonecounts #inclusion #neurodiversity #adhd ",1505846784056340480,"en","999",0,TRUE
15720,"MSDintheUK","This @NCWeek we are delighted that our UK Capability Network is launching an employee training programme and support network to help us further understand Neurodiversity and how important it is to our organisation #NeurodiversityCelebrationWeek #WeAreMSD ",1505846720512593920,"en","999",2,TRUE
15752,"iom3","Neurodiversity Celebration Week 2022 – myth busting #NeuroDiversityCelebrationWeek",1505844649151369216,"en","999",0,TRUE
15754,"SolentNHSTrust","Join us as we join the rest of the world in challenging stereotypes and misconceptions about neurodiversity. Check out events planned this week and take part and learn and share #NeurodiversityCelebrationWeek 
",1505844290265784320,"en","999",0,TRUE
15762,"SSE","1 in 7 people are #neurodivergent, meaning their brain functions, learns &amp; processes information differently. 🧠

This week aims to increase awareness and understanding around #neurodiversity and we're educating employees on creating a neuro-inclusive teams and workplace. @NCWeek ",1505843910924386304,"en","999",0,TRUE
15871,"MFCFoundation","Today is the first day of Neurodiversity Celebration Week🎉 

Together with @reciteme we're recognising the talents and advantages of being neurodivergent while creating more diverse and inclusive communities. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505860282958192640,"en","999",0,TRUE
15905,"CSSDLondon","Today marks the first day of Neurodiversity Celebration Week! 

We are pleased to offer @reciteme technology on our website, helping to improve access to our information and empower those with neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Inclusion ",1505858018247856128,"en","999",0,TRUE
15931,"WokinghamBC","Find out more about Neurodiversity👉",1505857147514638336,"en","999",0,TRUE
15932,"WokinghamBC","It’s Neurodiversity Celebration Week, a worldwide initiative that sets out to challenge stereotypes and misconceptions about learning differences🤍
The week aims to:

• Transform how neurodivergent individuals are perceived and supported👍🏼
• Provide an opportunity to recognise",1505857141676068864,"en","999",0,TRUE
15950,"SJPHeadTeacher","This week, SJP is taking part in Neurodiversity Celebration Week! Take a look at some of the panel events taking place online. More details can be found on the website! @NCWeek   #NeurodiversityCelebrationWeek ",1505855553662242816,"en","999",1,TRUE
16012,"RandstadJobs","#NeurodiversityCelebrationWeek: Learn how different communication styles can be used to improve productivity, better accommodate people with neurodiverse conditions &amp; identify strengths that may be of benefit to your organisation: ",1505862537035853824,"en","999",0,TRUE
16029,"JPFoundation","In light of neurodiversity week, here is a great space of resources for STUDENTS provided by @NCWeek recognising neurological differences &amp; ways you could support and empower every individual! 💐

Click below 👇
#neurodiversityweek #neurodiversityweek2022",1505861916098535424,"en","999",0,TRUE
16069,"HolSmale","During Neurodiversity Week, I would LOVE to stop seeing people talking about dyspraxia as simply a physical disability.

Dyspraxia isn’t just clumsiness or a lack of gross/fine motor skills.

It ALSO impacts the brain, learning and speech, and here’s why that matters - /1",1505872393667031040,"en","999",122,TRUE
16091,"AstraZeneca","For us, #NeurodiversityCelebrationWeek is another reminder of the strength our differences bring. Read what Ashley, one of our neurodivergent colleagues, has to say: ",1505870655253884928,"en","999",1,TRUE
16158,"BDAdyslexia","Neurodiversity in Business (NiB) is a new initiative launching March 22nd at the House of Commons with the mission to ensure greater workplace inclusion of the neurodivergent community. Find out more: ",1505877168940892160,"en","999",1,TRUE
16181,"cisweb","Today marks the first day of Neurodiversity Celebration Week!  

Together with @reciteme, we aim to empower every individual by challenging stereotypes and misconceptions about neurological differences.

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505876884571123712,"en","999",0,TRUE
16182,"hughbaird","We are proud to be supporting Neurodiversity Celebration Week to celebrate our neurodiverse staff and students.  

@NCWeek #NeurodiversityWeek ",1505876879479386112,"en","999",0,TRUE
16250,"ccs_nhst","🧠This week is Neurodiversity Celebration week! CCS are proud to be supporting this and celebrate difference as a positive force for change. Visit the web page and register for some of the events taking place 👇  💙🌈
 #NeurodiversityWeek #GoTeamCCS ",1505873114579836928,"en","999",0,TRUE
16259,"LeonardCheshire","Today kicks-off #Neurodiversity Celebration Week so we’ve asked the wonderful @LiamODellUK to share what he means when he says he’s #Neurodivergent, as well as his tips for supporting a neurodivergent person. ",1505882752687788032,"en","999",1,TRUE
16269,"skillsdevscot","It's #NeurodiversityCelebrationWeek!

We want to bridge the gap between Scotland’s employers and the highly-skilled Neurodivergent workforce that’s out there, learn more: #UntappedTalent #BrainBytes ",1505882144169775104,"en","999",1,TRUE
16330,"AIGemea","AIG celebrates #NeurodiversityCelebrationWeek to recognise the contribution #neurodiversity brings to our workplace #NeurodiversityWeek #BeingYouAIG

",1505878136101212160,"en","999",0,TRUE
16391,"jpitney","Today starts #NeurodiversityCelebrationWeek! It aims to challenge stereotypes about people with #autism and other neurological differences. ",1505886362964176896,"en","999",0,TRUE
16426,"scotlandis","We're collaborating with @skillsdevscot to help bridge the gap between Scotland’s employers and the highly-skilled #Neurodivergent workforce that's out there. 

Find out more about this wealth of #UntappedTalent: #BrainBytes ",1505884615889895424,"en","999",0,TRUE
16484,"leedscitycoll","This week is Neurodiversity Celebration Week! 🎉

It is a week that aims to transform how neurodivergent individuals are perceived and challenges misconceptions and stereotypes. 

#NeurodiversityWeek #Neurodiversity #Leeds ",1505892098897285120,"en","999",0,TRUE
16494,"bedspolice","This week is Neurodiversity Celebration Week and we want to take this opportunity to tell you all about our Pegasus scheme. 

The scheme is for people who find it hard to communicate with us.

",1505891648416460800,"en","999",0,TRUE
16597,"SophieRunning","Celebrating neurodiversity should be just that: An appreciation of unusual ways of thinking and the way it can unlock progress for the rest of us. When we honour difference, we're all better off. #NeurodiversityWeek",1505898082235568128,"en","999",1,TRUE
16619,"RIBANorthWest","Join leading access consultants and architects, Jane Simpson and Helen Kane, who will provide an accessible guide for architects on neurodiversity and design in our free webinar on 24 March. Book your tickets: ",1505896268647784448,"en","999",0,TRUE
16652,"BizGrowthHub","In our recent interview, CEO of @Teamkarting @mattystreet96 discussed the labels and misconceptions that society can have around autistic people.

Read the full interview here: #NeurodiversityCelebrationWeek #Neurodiversity #Autism #SMEUK #BizHour ",1505907107677323264,"en","999",0,TRUE
16659,"BBCCape","Job hunting for neurodivergent people: 'AI recruitment means I’ve got zero chance'. Facial analysis technology is sometimes used in recruitment, but according to #neurodivergent people, it can be biased against them #Neurodiversity",1505906683889041408,"en","999",0,TRUE
16707,"NorthantsPolice","For Neurodiversity Celebration Week, we will be releasing a series of films. Today, the first of the videos focuses on ADHD &amp; features neurodivergent police officers &amp; firefighters. Full film here👇#neurodiversityweek #NCW @northantsfire @NorthantsOPFCC ",1505903747121262592,"en","999",2,TRUE
16715,"nandwics","🧠 This week is Neurodiversity Celebration week! We are proud to be supporting #NeurodiversityWeek and celebrate difference as a positive force for change 🌈 

Visit the web page below and register for some of the events taking place 👇  
",1505903314319335424,"en","999",0,TRUE
16814,"NHSEmployers","As part of Neurodiversity Celebration Week (21-27 March 2022), Benjamin Ford, a behavioural therapist in the NHS with lived experience of autism, discusses the importance of supporting neurodivergent colleagues in the NHS ",1505908088905224192,"en","999",1,TRUE
16830,"NatResWales","Today marks the start of Neurodiversity Celebration Week -  A worldwide initiative that challenges stereotypes and misconceptions about neurological differences🧠 Click here to find out more about the initiative and what you can do to take part 👉",1505907485001252864,"en","999",0,TRUE
16850,"ASPHFT","Today marks the first day of Neurodiversity Celebration Week!  🎉 

Together with @reciteme, we are empowering every individual by challenging stereotypes and misconceptions about neurological differences. 

#NeurodiversityCelebrationWeek #Accessibility #Diversity #Inclusion ",1505919518794731520,"en","999",0,TRUE
16987,"NorthumbriaNHS","So often, conversations surrounding neurodiversity are about challenges the person may have, rather than what they can and will accomplish. 

#NeurodiversityCelebrationWeek looks to flip those conversations and make change for the better, for everyone.

",1505922230710161408,"en","999",0,TRUE
16989,"TheIET","It's #NeurodiversityCelebrationWeek, an chance to celebrate our differences and highlight the incredible neurodiversity within #STEM. We'll be sharing a few profiles from our #CelebrateImpact list, so keep your eyes peeled!

Read our impact full list here: ",1505922229200207872,"en","999",0,TRUE
17039,"twinklresources","author of the books ‘The Spectrum Girl’s Survival Guide’, and ‘The Spectrum Girl’s Survival Toolkit’, and also being a Young Leader for the UN’s Sustainable Development Goals! 

Find out more about in our blog - ",1505929386914193408,"en","999",0,TRUE
17040,"twinklresources","1/2 We were so excited to speak recently with the fantastic Siena Castellon - the founder of Neurodiversity Celebration Week. At only 18 years old, Sienna has quite the list of impressive achievements such as being a multi-award winning neurodiversity advocate, ",1505929384632500224,"en","999",1,TRUE
17138,"highlandradio","This week on Highland Radio we are highlighting Neurodiversity Celebration Week. Patrick Sharkey speaks to different Neurodivergent people about the challenges they have overcome in daily life.
Ep1 - ADHD
#adhd #NeurodiversityWeek ",1505935883345747968,"en","999",0,TRUE
17187,"NHSHEE_Midlands","🧠It's Neurodiversity Celebration Week 2022 &amp; @geniuswithinCIC are offering free online events with @NCWeek, which aims to bring worldwide neurodiversity acceptance, equality &amp; inclusion in schools &amp; workplaces.  

Start celebrating different minds now👉",1505932993701072896,"en","999",0,TRUE
17283,"HolSmale","Today, during Neurodiversity Week, I am giving myself permission to nap when I should be working instead of hating myself because I can’t function at the level I need to.

So that’s how I’m celebrating ND week.

Forgiveness and naps. ",1505938319376621568,"en","999",0,TRUE
17301,"DefenceES","It’s Neurodiversity Celebration Week! We’re celebrating all the unique ways we think, process information, and relate to others. Here, we try to debunk the top three myths about neurodiversity.
 
@NCWeek | #NeurodiversityCelebrationWeek ",1505937277918326784,"en","999",0,TRUE
17314,"MuseumoftheHome","Multidisciplinary artist Calum Perrin has been exploring themes of disability, sensory experience and domesticity as part of his recent residency at the Museum. This Neurodiversity Celebration Week, hear what Calum says on the Artquest podcast, here: ",1.505937018811e+18,"en","999",0,TRUE
17355,"TheLawSociety","@NCWeek @LawSocPresident Find out more about: Legal profession marks Neurodiversity Celebration Week

",1505947096519696384,"en","999",0,TRUE
17378,"TheLawSociety","Solicitors in England and Wales will today mark the start of Neurodiversity Celebration Week @NCWeek, which challenges stereotypes and misconceptions about neurological differences.

@LawSocPresident said: ""I am pleased to mark the start of Neurodiversity Celebration Week"" ",1505946084325179392,"en","999",1,TRUE
17621,"stevesilberman","Thanks to ND Renegade for this excellent #neurodiversity shirt! A percentage of their profits is now going to provide diagnoses for folks who need one to access services and support and can't afford it. Please help: ",1505963945898635264,"en","999",0,TRUE
17728,"HeinemannPub","It's #NeurodiversityCelebrationWeek (March 21 - 27, 2022). Celebrate with us! Watch for NEW content this week on the Heinemann Blog. In the meantime check out this popular blog from last year: #teachers #neurodiversity @NCWeek",1505969108730494976,"en","999",0,TRUE
17808,"NorthYorksFire","Celebrating our neurodiverse colleagues🙌 

To mark Neurodiversity Celebration Week, Firefighter Arwen has given us a personal insight into her experience of being dyslexic and having ADHD. 

📽 👀Look out for Nick's story coming later this week. ",1505978920847683584,"en","999",1,TRUE
17829,"IndyVoices","This week is ‘neurodiversity celebration week’. For me, it is a reminder of how ignorant I was.

My son’s autism diagnosis changed me for the better, writes Celine Assaf.

",1505977057855086592,"en","999",0,TRUE
17837,"Juliet_Shen","This week is #NeurodiversityWeek! People often ask me how I'm able to get so much done/how I have so much energy at work and the answer is.....ADHD!

Learn more about it and other types of neurodiversity and how to support your friends and teammates:

",1505976646469312512,"en","999",0,TRUE
17849,"commaficionado","It's Neurodiversity Celebration week and I wish I had the energy to go even further with my tweets and articles but I'm so tired. It's hard work, trying to get uninterested people to listen to important things.",1505975517580865536,"en","999",1,TRUE
17863,"CDDFRS","🎉 We are proud to be supporting #NeurodiversityCelebrationWeek this week! 🎉🧠

It is a time to celebrate the Neurodiverse success and stories, and a week for people to be inspired! 😃

To find out more 👉 ",1505974773322555392,"en","999",0,TRUE
17947,"TheBrainCharity","It's Neurodiversity Celebration Week 2022!

Blossom’s dyspraxia story: “She was falling behind – now she can celebrate her neurodiversity”

See how @TheBrainCharity helped Blossom🔽
@NCWeek  #neurodiversitycelebrationweek #neurodiversity #charity ",1505982878970167296,"en","999",0,TRUE
18071,"NPTCGroup","Our Student Support team are marking #NeurodiversityCelebrationWeek with a series of online workshops on #Neurodiversity and will be welcoming a guest speaker, Morgan Clark, who will talk about Autism Acceptance in Education on Thursday 🧠🗣️💻

#MoreThanJustAnEducation ❤️🤍🖤 ",1505986980252954624,"en","999",0,TRUE
18124,"BHFT","The term Neurodiversity covers ADHD, autism, dyslexia, and dyspraxia.  Understanding, embracing and celebrating different ways of thinking and doing can release the true power of the autistic mind. Here we look at the positive features of autism #NeurodiversityCelebrationWeek ",1505997796779962368,"en","999",1,TRUE
18148,"LGBTHM","Neurodiversity Celebration Week is a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. 

Together, we can change the narrative.

",1505995836425228288,"en","999",0,TRUE
18209,"Benetech","Happy #Neurodiversity week! Meet Kayley and Ella, two students with dyslexia who shared their experience reading and learning during our recent @Bookshare webinar with @UnderstoodOrg #dyslexia #AssistiveTechnology #NeurodiversityWeek",1506005272799727616,"en","999",0,TRUE
18370,"dyslexicadv","“When I first heard that I had dyslexia, I was overwhelmed by emotions; I was angry, sad, and very confused..."" – Dr. Blair Kenney. Read ⬇
#dyslexia #dyslexicadvantage #neurodiversity #dyslexiatesting #screening",1506027878592524288,"en","999",0,TRUE
18554,"CityAM","Business secretary to unveil neurodiversity business forum for greater support ",1506028642614202368,"en","999",0,TRUE
18561,"IndyVoices","This week is ‘neurodiversity celebration week’. For me, it is a reminder of how ignorant I was, writes Celine Assaf.

",1506027878814650368,"en","999",0,TRUE
18744,"MandelPL","""One of the best ways to feel understood is to see someone like you represented in a positive way."" ❤️ This week is Neurodiversity Celebration Week! We're celebrating on our blog with these books that portray neurodivergent characters in positive ways:

",1506055555432914944,"en","999",0,TRUE
18789,"latrobe","‘At school I didn’t really have a community. But at uni I’ve met so many people who’ve come out as Autistic!’

Meet Nicole, autistic undergrad &amp; Miss Galaxy Australia finalist — she spoke to ⁦@BethRadulski⁩ about her journey. #NeurodiversityWeek ",1506105464743886848,"en","999",0,TRUE
18821,"kellysue","Neurodiversity Comic Book | Neurodiversity Celebration Week ",1506093786253836288,"en","999",0,TRUE
18825,"kellysue","Neurodiversity Celebration Week ",1506093246878937088,"en","999",2,TRUE
18877,"BUSINESSricardo","Neurodiversity in the workplace + markets | SBS On the Money Vodcast | @SBSNews #ausbiz ",1506150294387789824,"en","999",1,TRUE
18896,"MargauxJoffe","""What Neurodivergence Teaches Us About How to Live"" 

💓 seeing this title in @WIRED made my heart pitter pat! Excellent interview with Dr Camilla Pang @millzymai by @simransethi 
#Neurodiversity #ADHD",1506144696287911936,"en","999",0,TRUE
19047,"AnnaKennedy1","Looking forward to supporting #NeurodiversityWeek 2022 with my AKO Charity Ambassadors @GiulianaWheater @PaulIsaacs22 @AspergersGrowth @SienaCastellon #TuesdayMotivaton #autism #Neurodiversity #charity ",1506185723334082560,"en","999",1,TRUE
19160,"NCHC_NHS","""Neurodiversity"" = There's variation in the brain when it comes to sociability, mood and other mental processes E.g. - Autism, ADHD, Dyslexia, Dyspraxia, Tourette Syndrome. Let's think differently about our neurodiverse colleagues &amp; patients this Neurodiversity Celebration Week ",1506194397108613120,"en","999",0,TRUE
19167,"nandwics","It's #NeurodiversityWeek! 🌈 

Neurodiversity Celebration Week is all about changing the narrative and challenging stereotypes and misconceptions about neurological differences.

Take a look at the great events happening this week 👇
📆 ",1506194042396237824,"en","999",0,TRUE
19168,"NHSHomerton","We are proud to support Neurodiversity Celebration Week this week with Enable Homerton, the staff disability network. 

Find out more and read about the experiences of some of our people in Wednesday's HomertonLite and on the Enable staff intranet page- ",1506194024755081216,"en","999",1,TRUE
19214,"UniversityofLaw","Today on the blog, to highlight Neurodiversity Celebration Week, we're talking to our Disability Support and Inclusion Services Manager, Jen Harley, to get her top study tips for our neurodiverse students: ",1506189441274200064,"en","999",0,TRUE
19223,"ianhamilton_","@JoannaBlackhart @momoxmia @Official_GDC Ahhh great question, I have just looked and only three of them are - Diablo 2, neurodiversity, and the workplace accessibility microtalks. I've updated the page with that information, thank you!",1506188705282801664,"en","999",0,TRUE
19286,"UniofBradford","This week is Neurodiversity Celebration Week, a worldwide initiative that challenges stereotypes and misconceptions about neurological differences. In this thread we'll be sharing some helpful resources and tips #TeamBradford ",1506201770107801600,"en","999",0,TRUE
19287,"NTelegraph","Films explore ADHD, autism and dyslexia and provide a real-life insight into how each condition brings different strengths and talents into the workforce #NeurodiversityCelebrationWeek #Corby #Kettering #Wellingborough
",1506201519695220736,"en","999",0,TRUE
19288,"ChronandEcho","Films explore ADHD, autism and dyslexia and provide a real-life insight into how each condition brings different strengths and talents into the workforce #NeurodiversityCelebrationWeek #Northampton
",1506201519309291520,"en","999",0,TRUE
19289,"DxGusher","Films explore ADHD, autism and dyslexia and provide a real-life insight into how each condition brings different strengths and talents into the workforce #NeurodiversityCelebrationWeek #Daventry
",1506201518185201664,"en","999",0,TRUE
19319,"BritishLandPLC","It’s Neurodiversity Celebration Week! One way we create an inclusive environment at British Land is by utilising @reciteme assistive technology so people with neurological differences have full &amp; fair access to the information on our website &amp; intranet 👉 ",1506198707443752960,"en","999",1,TRUE
19349,"GDST","What Is Neurodiversity and Why Do We Need It? As part of #NeurodiversityCelebrationWeek we look at what the term means and why we should recognise &amp; value differences in thinking. #NeurodiversityWeek @NCWeek #Neurodiversity #inclusion

Read more 👉 🗞️ ",1506211493611810816,"en","999",0,TRUE
19378,"VictimSupport","During #NeurodiversityCelebrationWeek, we’re reminding you that receiving abuse in person or online because of your neurodiversity is a #HateCrime.

Contact us, any time.
📞 08 08 16 89 111 
💻 #NeurodiversityAcceptance #VS ",1506209445688356864,"en","999",0,TRUE
19380,"LPTnhs","#neurodiversitycelebrationweek

“Neurodiversity does not limit success!”- Leanne CAMHS Peer support worker ",1506209414520442880,"en","999",0,TRUE
19386,"norfolkchamber","Let’s talk about #Neurodiversity. 
Toby Bennett from @Select_Rec is one of four speakers at our upcoming event Thursday 7 April at The Forum. 

This event is not just about debunking stereotypes.

More: #IncreasingInclusion ",1506209208622096384,"en","999",0,TRUE
19393,"DeloitteUK","Based on our own experience of hiring neurodivergent people, and with the guidance from experts in their field, we’ve put together this learning specifically for recruitment professionals. Our hope is it gives a greater understanding of neurodiversity: 2/2",1506209080448331776,"en","999",1,TRUE
19395,"DeloitteUK","#Neurodiversity is not always well understood and as a result, neurodivergent candidates can fall at the first hurdle – the recruitment process. As a recruiter, it’s in your power to be a catalyst for positive change. 1/2

#NeurodiversityCelebrationWeek ",1506209077340299264,"en","999",2,TRUE
19396,"IndyVoices","This week is ‘neurodiversity celebration week’. For me, it is a reminder of how ignorant I was.

My son’s autism diagnosis changed me for the better, writes Celine Assaf.

",1506209074517405696,"en","999",0,TRUE
19415,"commaficionado","Celebrate neurodiversity by giving autistic people space when they're stressed.

That's be nice.",1506207841534849024,"en","999",5,TRUE
19460,"avivainvestors","🎙 As we mark @NCWeek, in the latest AIQ podcast, Steve Farrall talks to us about the benefits of a neurodiverse workforce. 

Listen to the full podcast to find out more 🎧 #neuroinclusive #neurodiversity #diversity #esg #responsibleinvesting #podcast",1506217732219494400,"en","999",0,TRUE
19464,"NatWest_Help","@NCWeek Thank you for the mention, we're delighted to be taking part in Neurodiversity Celebration Week 😊 - Judith",1506217222783569920,"en","999",0,TRUE
19498,"PeoplePerHour","This is one of the key reasons why we're celebrating Neurodiversity Week; to raise awareness of the challenges faced and also how neurodiversity can be a positive for many freelancers.

See the rest of the results from our survey: ",1506214662718861312,"en","999",0,TRUE
19501,"PeoplePerHour","Studies show that over 15% of the population may identify as neurodivergent to some extent. 

We spoke to our freelancer community to find out how they've been affected by their neurodiversity, for good or bad. ",1506214343255465984,"en","999",0,TRUE
19506,"PeoplePerHour","This week marks Neurodiversity Celebration Week and we'll be sharing the stories of some of our neurodivergent freelancers. 

Neurodiversity is defined as someone whose neurological development and state is atypical and includes conditions such as ADHD, Autism and many more. ",1506214183125331968,"en","999",0,TRUE
19619,"ucddublin","📝 Register now for today's 'Neurodiversity &amp; the Built Environment – Inclusive Spaces and Places' webinar

👉 This panel discussion reflects on the built environment and transforming the experiences and outcomes of neurodivergent people.",1506219820592807936,"en","999",0,TRUE
19620,"ucddublin","🌳🎊 @UCD_EDI's Neurodiversity Celebration Week is in full swing. 

🎤 Join us as we celebrate the lived experiences of neurodivergent students, graduates and colleagues with a week of events, webinars and workshops. ",1506219813470932992,"en","999",1,TRUE
