end,start,tweet_count
2020-09-22T00:00:00.000Z,2020-09-21T00:00:00.000Z,405
2020-09-23T00:00:00.000Z,2020-09-22T00:00:00.000Z,420
2020-09-24T00:00:00.000Z,2020-09-23T00:00:00.000Z,472
2020-09-25T00:00:00.000Z,2020-09-24T00:00:00.000Z,385
2020-09-26T00:00:00.000Z,2020-09-25T00:00:00.000Z,548
2020-09-27T00:00:00.000Z,2020-09-26T00:00:00.000Z,909
2020-09-28T00:00:00.000Z,2020-09-27T00:00:00.000Z,1959
2020-09-29T00:00:00.000Z,2020-09-28T00:00:00.000Z,594
2020-09-30T00:00:00.000Z,2020-09-29T00:00:00.000Z,591
2020-10-02T00:00:00.000Z,2020-10-01T00:00:00.000Z,664
2020-10-03T00:00:00.000Z,2020-10-02T00:00:00.000Z,458
2020-10-04T00:00:00.000Z,2020-10-03T00:00:00.000Z,409
2020-10-05T00:00:00.000Z,2020-10-04T00:00:00.000Z,406
2020-10-06T00:00:00.000Z,2020-10-05T00:00:00.000Z,661
2020-10-07T00:00:00.000Z,2020-10-06T00:00:00.000Z,579
2020-10-08T00:00:00.000Z,2020-10-07T00:00:00.000Z,634
2020-10-09T00:00:00.000Z,2020-10-08T00:00:00.000Z,681
2020-10-10T00:00:00.000Z,2020-10-09T00:00:00.000Z,527
2020-10-11T00:00:00.000Z,2020-10-10T00:00:00.000Z,447
2020-10-12T00:00:00.000Z,2020-10-11T00:00:00.000Z,476
2020-10-13T00:00:00.000Z,2020-10-12T00:00:00.000Z,1003
2020-10-14T00:00:00.000Z,2020-10-13T00:00:00.000Z,903
2020-10-15T00:00:00.000Z,2020-10-14T00:00:00.000Z,601
2020-10-16T00:00:00.000Z,2020-10-15T00:00:00.000Z,556
2020-10-17T00:00:00.000Z,2020-10-16T00:00:00.000Z,588
2020-10-18T00:00:00.000Z,2020-10-17T00:00:00.000Z,927
2020-10-19T00:00:00.000Z,2020-10-18T00:00:00.000Z,1275
2020-10-20T00:00:00.000Z,2020-10-19T00:00:00.000Z,579
2020-10-21T00:00:00.000Z,2020-10-20T00:00:00.000Z,676
2020-10-22T00:00:00.000Z,2020-10-21T00:00:00.000Z,633
2020-10-23T00:00:00.000Z,2020-10-22T00:00:00.000Z,428
2020-10-24T00:00:00.000Z,2020-10-23T00:00:00.000Z,453
2020-10-25T00:00:00.000Z,2020-10-24T00:00:00.000Z,356
2020-10-26T00:00:00.000Z,2020-10-25T00:00:00.000Z,225
2020-10-27T00:00:00.000Z,2020-10-26T00:00:00.000Z,533
2020-10-28T00:00:00.000Z,2020-10-27T00:00:00.000Z,586
2020-10-29T00:00:00.000Z,2020-10-28T00:00:00.000Z,569
2020-10-30T00:00:00.000Z,2020-10-29T00:00:00.000Z,544
2020-10-31T00:00:00.000Z,2020-10-30T00:00:00.000Z,393
2020-11-02T00:00:00.000Z,2020-11-01T00:00:00.000Z,290
2020-11-03T00:00:00.000Z,2020-11-02T00:00:00.000Z,511
2020-11-04T00:00:00.000Z,2020-11-03T00:00:00.000Z,384
2020-11-05T00:00:00.000Z,2020-11-04T00:00:00.000Z,314
2020-11-06T00:00:00.000Z,2020-11-05T00:00:00.000Z,323
2020-11-07T00:00:00.000Z,2020-11-06T00:00:00.000Z,345
2020-11-08T00:00:00.000Z,2020-11-07T00:00:00.000Z,215
2020-11-09T00:00:00.000Z,2020-11-08T00:00:00.000Z,208
2020-11-10T00:00:00.000Z,2020-11-09T00:00:00.000Z,363
2020-11-11T00:00:00.000Z,2020-11-10T00:00:00.000Z,413
2020-11-12T00:00:00.000Z,2020-11-11T00:00:00.000Z,432
2020-11-13T00:00:00.000Z,2020-11-12T00:00:00.000Z,467
2020-11-14T00:00:00.000Z,2020-11-13T00:00:00.000Z,445
2020-11-15T00:00:00.000Z,2020-11-14T00:00:00.000Z,373
2020-11-16T00:00:00.000Z,2020-11-15T00:00:00.000Z,325
2020-11-17T00:00:00.000Z,2020-11-16T00:00:00.000Z,346
2020-11-18T00:00:00.000Z,2020-11-17T00:00:00.000Z,379
2020-11-19T00:00:00.000Z,2020-11-18T00:00:00.000Z,403
2020-11-20T00:00:00.000Z,2020-11-19T00:00:00.000Z,348
2020-11-21T00:00:00.000Z,2020-11-20T00:00:00.000Z,476
2020-11-22T00:00:00.000Z,2020-11-21T00:00:00.000Z,461
2020-11-23T00:00:00.000Z,2020-11-22T00:00:00.000Z,265
2020-11-24T00:00:00.000Z,2020-11-23T00:00:00.000Z,397
2020-11-25T00:00:00.000Z,2020-11-24T00:00:00.000Z,522
2020-11-26T00:00:00.000Z,2020-11-25T00:00:00.000Z,557
2020-11-27T00:00:00.000Z,2020-11-26T00:00:00.000Z,447
2020-11-28T00:00:00.000Z,2020-11-27T00:00:00.000Z,407
2020-11-29T00:00:00.000Z,2020-11-28T00:00:00.000Z,241
2020-11-30T00:00:00.000Z,2020-11-29T00:00:00.000Z,282
2020-12-02T00:00:00.000Z,2020-12-01T00:00:00.000Z,599
2020-12-03T00:00:00.000Z,2020-12-02T00:00:00.000Z,555
2020-12-04T00:00:00.000Z,2020-12-03T00:00:00.000Z,837
2020-12-05T00:00:00.000Z,2020-12-04T00:00:00.000Z,425
2020-12-06T00:00:00.000Z,2020-12-05T00:00:00.000Z,313
2020-12-07T00:00:00.000Z,2020-12-06T00:00:00.000Z,222
2020-12-08T00:00:00.000Z,2020-12-07T00:00:00.000Z,375
2020-12-09T00:00:00.000Z,2020-12-08T00:00:00.000Z,533
2020-12-10T00:00:00.000Z,2020-12-09T00:00:00.000Z,444
2020-12-11T00:00:00.000Z,2020-12-10T00:00:00.000Z,336
2020-12-12T00:00:00.000Z,2020-12-11T00:00:00.000Z,296
2020-12-13T00:00:00.000Z,2020-12-12T00:00:00.000Z,290
2020-12-14T00:00:00.000Z,2020-12-13T00:00:00.000Z,255
2020-12-15T00:00:00.000Z,2020-12-14T00:00:00.000Z,322
2020-12-16T00:00:00.000Z,2020-12-15T00:00:00.000Z,419
2020-12-17T00:00:00.000Z,2020-12-16T00:00:00.000Z,325
2020-12-18T00:00:00.000Z,2020-12-17T00:00:00.000Z,347
2020-12-19T00:00:00.000Z,2020-12-18T00:00:00.000Z,303
2020-12-20T00:00:00.000Z,2020-12-19T00:00:00.000Z,356
2020-12-21T00:00:00.000Z,2020-12-20T00:00:00.000Z,269
2020-12-22T00:00:00.000Z,2020-12-21T00:00:00.000Z,380
2020-12-23T00:00:00.000Z,2020-12-22T00:00:00.000Z,403
2020-12-24T00:00:00.000Z,2020-12-23T00:00:00.000Z,532
2020-12-25T00:00:00.000Z,2020-12-24T00:00:00.000Z,462
2020-12-26T00:00:00.000Z,2020-12-25T00:00:00.000Z,238
2020-12-27T00:00:00.000Z,2020-12-26T00:00:00.000Z,144
2020-12-28T00:00:00.000Z,2020-12-27T00:00:00.000Z,143
2020-12-29T00:00:00.000Z,2020-12-28T00:00:00.000Z,276
2020-12-30T00:00:00.000Z,2020-12-29T00:00:00.000Z,313
2020-12-31T00:00:00.000Z,2020-12-30T00:00:00.000Z,326
